,Brand,Model,Variant,Manufacturing_year,Driven_kilometers,Fuel,number_of_owners,location,Price
666,Audi,A6,2.0 TDI,2013,"32,000 kms",Diesel,Third Owner,delhi,12.5 Lakh*
667,Hyundai,Creta,1.6 VTVT SX Plus,2017,"49,000 kms",Petrol,Second Owner,delhi,9.9 Lakh*
668,Honda,City,i DTec S,2016,"83,000 kms",Diesel,First Owner,delhi,5.25 Lakh*
669,Hyundai,Verna,1.6 CRDI,2012,"68,000 kms",Diesel,First Owner,delhi,3.9 Lakh*
670,Mahindra,KUV,100 mFALCON D75 K4 Plus 5str,2016,"50,000 kms",Diesel,First Owner,delhi,3.49 Lakh*
671,Hyundai,i10,Era,2012,"80,000 kms",Petrol,Fourth & Above Owner,delhi,2 Lakh*
672,Mercedes-Benz,E-Class,Exclusive E 220d,2018,"33,000 kms",Diesel,First Owner,delhi,44 Lakh*
673,Hyundai,i20,1.2 Asta,2017,"26,000 kms",Petrol,First Owner,delhi,6.5 Lakh*
674,Maruti,Swift,VXI,2019,"31,000 kms",Petrol,First Owner,delhi,6.25 Lakh*
675,Mercedes-Benz,E-Class,E350 Coupe,2009,"65,000 kms",Petrol,Third Owner,delhi,9.4 Lakh*
676,Hyundai,Grand,1.2 Kappa Sportz BSIV,2019,"12,598 Kms",Petrol,1st Owner,delhi,"₹ 5,25,000"
677,Maruti,Swift,Dzire VDI,2015,"70,000 kms",Diesel,First Owner,delhi,4.25 Lakh*
678,Maruti,Wagon,R ZXI 1.2,2019,"28,500 kms",Petrol,First Owner,delhi,4.84 Lakh*
679,Hyundai,Grand,i10 SportZ Edition,2014,"73,249 kms",Petrol,Second Owner,delhi,3.05 Lakh*
680,Nissan,Terrano,XV Premium 110 PS Anniversary Edition,2014,"68,000 kms",Diesel,First Owner,delhi,4.75 Lakh*
681,Toyota,Fortuner,4x2 AT,2013,"1,20,000 kms",Diesel,Second Owner,delhi,11 Lakh*
682,Maruti,Ciaz,1.4 Alpha,2020,"11,000 kms",Petrol,First Owner,delhi,9.5 Lakh*
683,Tata,Nano,Lx BSIV,2011,"51,000 kms",Petrol,First Owner,delhi,"58,000*"
684,Maruti,Swift,Dzire VXi,2012,"70,000 kms",Petrol,Second Owner,delhi,2.6 Lakh*
685,Honda,Brio,VX,2014,"30,000 kms",Petrol,Second Owner,delhi,3.75 Lakh*
686,Skoda,Karoq,Style AT,2020,"20,000 kms",Petrol,First Owner,delhi,24.49 Lakh*
687,Hyundai,i10,Magna 1.1L,2012,"70,000 kms",Petrol,First Owner,delhi,2.25 Lakh*
688,Hyundai,i20,Magna,2011,"65,000 kms",Petrol,First Owner,delhi,2.45 Lakh*
689,Honda,Amaze,SX i-DTEC,2014,"78,000 kms",Diesel,Second Owner,delhi,3.75 Lakh*
690,BMW,X1,xDrive 20d xLine,2016,"30,000 kms",Diesel,Second Owner,delhi,22 Lakh*
691,Tata,Safari,Storme EX,2014,"80,000 kms",Diesel,First Owner,delhi,5.5 Lakh*
692,Honda,Civic,1.8 S AT,2008,"80,000 kms",Petrol,Third Owner,delhi,2.15 Lakh*
693,Jeep,Compass,2.0 Limited,2018,"63,912 kms",Diesel,First Owner,delhi,17 Lakh*
694,Maruti,Swift,VDI,2012,"80,000 kms",Diesel,Second Owner,delhi,3 Lakh*
695,Maruti,Celerio,VXI Optional,2016,"70,000 kms",Petrol,First Owner,delhi,3.5 Lakh*
696,Honda,City,2017-2020 EXi,2006,"1,50,000 kms",Petrol,Second Owner,delhi,"90,000*"
697,Honda,City,i DTEC V,2015,"90,000 kms",Diesel,First Owner,delhi,5.75 Lakh*
698,Maruti,Ciaz,Alpha 1.5,2018,"38,000 kms",Diesel,First Owner,delhi,8.8 Lakh*
699,Skoda,Superb,1.8 TSI MT,2011,"67,824 kms",Petrol,First Owner,delhi,4.9 Lakh*
700,Maruti,Ciaz,Delta Diesel,2018,"31,000 kms",Diesel,First Owner,delhi,7.95 Lakh*
701,Skoda,Superb,LK 1.8 TSI AT,2016,"60,000 kms",Petrol,First Owner,delhi,17.25 Lakh*
702,Nissan,Terrano,XL 85 PS,2014,"79,168 kms",Diesel,Second Owner,delhi,4.65 Lakh*
703,Maruti,Baleno,Alpha,2018,"19,000 kms",Petrol,First Owner,delhi,6.25 Lakh*
704,Maruti,Celerio,VXI CNG BSIV,2019,"35,000 kms",CNG,Second Owner,delhi,4.35 Lakh*
705,Honda,Amaze,EX i-Dtech,2014,"65,238 kms",Diesel,First Owner,delhi,3.49 Lakh*
706,Maruti,Ciaz,VDi Option SHVS,2017,"52,358 kms",Diesel,First Owner,delhi,6.9 Lakh*
707,Maruti,Celerio,ZXI AMT,2017,"22,000 kms",Petrol,First Owner,delhi,4.25 Lakh*
708,Mercedes-Benz,E-Class,E250 CDI Avantgarde,2013,"90,000 kms",Diesel,First Owner,delhi,14.5 Lakh*
709,Maruti,Swift,Dzire AMT ZDI Plus,2017,"35,000 kms",Diesel,First Owner,delhi,6.7 Lakh*
710,Jaguar,XF,3.0 Litre S Premium Luxury,2011,"63,000 kms",Diesel,Second Owner,delhi,12 Lakh*
711,Maruti,SX4,ZXI AT Leather,2011,"81,000 kms",Petrol,First Owner,delhi,2.8 Lakh*
712,Maruti,Eeco,CNG 5 Seater AC BSIV,2017,"71,000 kms",CNG,First Owner,delhi,3.5 Lakh*
713,Ford,EcoSport,1.5 Diesel Titanium Plus,2018,"53,830 kms",Diesel,First Owner,delhi,8.25 Lakh*
714,Maruti,Alto,LXi,2010,"65,000 kms",Petrol,First Owner,delhi,1.59 Lakh*
715,Maruti,Alto,LXi,2006,"50,000 kms",Petrol,Second Owner,delhi,"50,000*"
716,Hyundai,i20,Asta 1.4 CRDi,2013,"44,000 kms",Diesel,First Owner,delhi,4.5 Lakh*
717,Volkswagen,Polo,1.5 TDI Comfortline,2016,"78,123 kms",Diesel,First Owner,delhi,4.75 Lakh*
718,Honda,City,i DTec VX Option,2015,"68,000 kms",Diesel,First Owner,delhi,6.15 Lakh*
719,Audi,Q7,2006-2020 3.0 TDI Quattro Premium Plus,2012,"98,000 kms",Diesel,First Owner,delhi,19.5 Lakh*
720,Toyota,Fortuner,2016-2021 2.8 4WD AT,2017,"34,000 kms",Diesel,First Owner,delhi,29.5 Lakh*
721,Maruti,Swift,Dzire VDI,2015,"57,000 kms",Diesel,First Owner,delhi,5.5 Lakh*
722,Maruti,Dzire,VXI,2014,"58,000 kms",Petrol,First Owner,delhi,3.95 Lakh*
723,Hyundai,Verna,1.6 EX VTVT,2013,"70,000 kms",Petrol,First Owner,delhi,4.4 Lakh*
724,Maruti,Swift,Star LXI,2012,"57,200 kms",Petrol,Second Owner,delhi,2.99 Lakh*
725,Volkswagen,Polo,1.2 MPI Comfortline,2014,"20,000 kms",Petrol,First Owner,delhi,4.5 Lakh*
726,Audi,Q7,2006-2020 3.0 TDI Quattro Technology,2014,"68,000 kms",Diesel,First Owner,delhi,24 Lakh*
727,Maruti,Baleno,Delta,2019,"1,500 kms",Petrol,First Owner,delhi,7 Lakh*
728,Hyundai,i20,Magna 1.4 CRDi (Diesel),2013,"72,000 kms",Diesel,Second Owner,delhi,3.3 Lakh*
729,Mercedes-Benz,C-Class,C 200 CGI Avantgarde,2012,"51,000 kms",Petrol,First Owner,delhi,11.9 Lakh*
730,Honda,City,i VTEC S,2011,"55,000 kms",Petrol,First Owner,delhi,3.5 Lakh*
731,Hyundai,i20,1.2 Spotz,2018,"30,000 kms",Petrol,First Owner,delhi,6.72 Lakh*
732,Hyundai,Grand,i10 1.2 Kappa Sportz BSIV,2017,"28,000 kms",Petrol,First Owner,delhi,4.99 Lakh*
733,Audi,Q7,2006-2020 45 TDI Quattro Technology,2016,"61,000 kms",Diesel,First Owner,delhi,42 Lakh*
734,Hyundai,i20,Magna,2009,"55,000 kms",Petrol,First Owner,delhi,2.25 Lakh*
735,Maruti,Swift,VDI BSIV,2015,"68,050 kms",Diesel,First Owner,delhi,3.95 Lakh*
736,Honda,City,1.5 S MT,2009,"61,000 kms",Petrol,First Owner,delhi,2.75 Lakh*
737,Hyundai,Creta,1.6 CRDi AT SX Plus,2015,"59,000 kms",Diesel,First Owner,delhi,9.8 Lakh*
738,Hyundai,i20,1.2 Sportz,2012,"55,000 kms",Petrol,First Owner,delhi,3.16 Lakh*
739,Mahindra,Scorpio,1.99 S6 Plus,2016,"80,000 kms",Diesel,First Owner,delhi,9.5 Lakh*
740,Maruti,Celerio,VXI CNG BSIV,2018,"25,000 kms",CNG,First Owner,delhi,4.75 Lakh*
741,Ford,Ecosport,1.5 DV5 MT Trend,2014,"66,347 kms",Diesel,Second Owner,delhi,4.75 Lakh*
742,Mitsubishi,Outlander,2.4,2011,"1,39,000 kms",Petrol,Second Owner,delhi,4.8 Lakh*
743,Kia,Seltos,HTX IVT G,2019,"30,000 kms",Petrol,First Owner,delhi,13.5 Lakh*
744,Tata,Tiago,1.2 Revotron XTA,2018,"14,000 kms",Petrol,First Owner,delhi,4.39 Lakh*
745,Maruti,Eeco,5 STR With AC Plus HTR CNG,2016,"65,000 kms",CNG,First Owner,delhi,2.5 Lakh*
746,Hyundai,Creta,1.6 SX Automatic Diesel,2018,"70,000 kms",Diesel,First Owner,delhi,10.85 Lakh*
747,Maruti,Ciaz,1.4 AT Alpha,2018,"21,160 Kms",Petrol,1st Owner,delhi,"₹ 8,86,000"
748,Ford,Aspire,1.5 Ti-VCT Titanium,2016,"34,500 kms",Petrol,First Owner,delhi,5 Lakh*
749,Nissan,Terrano,XV Premium 110 PS,2015,"61,000 kms",Diesel,First Owner,delhi,5.25 Lakh*
750,Volvo,S60,2015-2020 D4 KINETIC,2013,"77,000 kms",Diesel,First Owner,delhi,8.25 Lakh*
751,Hyundai,i20,Sportz 1.4 CRDi,2013,"77,395 kms",Diesel,Second Owner,delhi,3.35 Lakh*
752,Maruti,Wagon,LXI BS IV,2016,"46,742 Kms",Petrol,1st Owner,delhi,"₹ 3,20,402"
753,Hyundai,Santro,Xing GL Plus,2011,"54,850 kms",Petrol,First Owner,delhi,2.1 Lakh*
754,Mahindra,Thar,AX 6-Str Soft Top Diesel,2020,"20,000 kms",Diesel,First Owner,delhi,8 Lakh*
755,Honda,City,1.5 S MT,2009,"70,000 kms",Petrol,First Owner,delhi,2.75 Lakh*
756,Honda,Jazz,1.2 S i VTEC,2018,"53,000 kms",Petrol,First Owner,delhi,5.85 Lakh*
757,Honda,CR,V 2.4L 4WD AT AVN,2014,"91,000 kms",Petrol,Third Owner,delhi,9.5 Lakh*
758,Maruti,Swift,Dzire VDI,2015,"39,000 kms",Diesel,First Owner,delhi,4.5 Lakh*
759,Maruti,Wagon,R LXI CNG Optional,2017,"51,000 kms",CNG,First Owner,delhi,3.75 Lakh*
760,Toyota,Innova,Crysta 2016-2020 2.4 ZX AT,2020,"18,521 kms",Diesel,First Owner,delhi,26.45 Lakh*
761,Maruti,Baleno,1.2 Zeta,2016,"43,499 Kms",Petrol,1st Owner,delhi,"₹ 4,71,500"
762,Hyundai,Creta,1.6 VTVT SX Plus,2017,"67,000 kms",Petrol,First Owner,delhi,9.8 Lakh*
763,Maruti,Swift,Dzire LXI Optional-O,2016,"65,000 kms",Petrol,First Owner,delhi,4.35 Lakh*
764,Hyundai,Verna,1.6 CRDi S,2017,"65,000 kms",Diesel,First Owner,delhi,6.5 Lakh*
765,Mahindra,XUV500,W7 BSIV,2018,"29,000 kms",Diesel,Second Owner,delhi,11.9 Lakh*
766,Maruti,Eeco,CNG 5 Seater AC BSIV,2016,"86,723 Kms",CNG,2nd Owner,delhi,"₹ 2,22,000"
767,Hyundai,Santro,Xing GL Plus,2008,"80,000 kms",Petrol,First Owner,delhi,1.11 Lakh*
768,Hyundai,i10,Magna 1.2 iTech SE,2011,"95,000 kms",Petrol,First Owner,delhi,1.6 Lakh*
769,Ford,EcoSport,1.0 Ecoboost Trend Plus BSIV,2017,"30,000 kms",Petrol,Second Owner,delhi,5.8 Lakh*
770,Maruti,Ritz,VXi,2012,"40,000 kms",Petrol,First Owner,delhi,3 Lakh*
771,Chevrolet,Spark,1.0 LT,2007,"30,000 kms",Petrol,Second Owner,delhi,"70,000*"
772,Chevrolet,Optra,Magnum 1.6 LS Petrol,2009,"54,000 kms",Petrol,Second Owner,delhi,1.65 Lakh*
773,Maruti,Alto,800 VXI,2017,"32,000 kms",Petrol,Second Owner,delhi,2.6 Lakh*
774,Maruti,Swift,1.3 VXi,2009,"80,000 kms",Petrol,Second Owner,delhi,1.9 Lakh*
775,Honda,Amaze,EX i-Dtech,2014,"60,000 kms",Diesel,First Owner,delhi,3.1 Lakh*
776,Maruti,Alto,800 LXI,2016,"38,000 kms",Petrol,First Owner,delhi,2.45 Lakh*
777,Toyota,Etios,VD,2011,"1,20,000 kms",Diesel,First Owner,delhi,3 Lakh*
778,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,2014,"52,500 kms",Diesel,Second Owner,delhi,29.9 Lakh*
779,Honda,City,i VTEC V,2016,"41,000 kms",Petrol,First Owner,delhi,6.9 Lakh*
780,Skoda,Rapid,1.6 TDI Ambition,2012,"50,000 kms",Diesel,First Owner,delhi,3 Lakh*
781,Ford,EcoSport,1.5 Diesel Titanium BSIV,2015,"66,000 kms",Diesel,Second Owner,delhi,4.9 Lakh*
782,Land,Rover,Range Rover Evoque Petrol HSE Dynamic,2019,"18,001 kms",Petrol,First Owner,delhi,47.5 Lakh*
783,Maruti,Baleno,Zeta 1.2,2019,"16,000 kms",Petrol,First Owner,delhi,6.75 Lakh*
784,Maruti,Swift,Dzire ZDI,2015,"65,000 kms",Diesel,First Owner,delhi,4.76 Lakh*
785,Hyundai,Santro,Xing XO,2006,"62,400 kms",Petrol,Second Owner,delhi,"60,000*"
786,BMW,X1,sDrive20d xLine,2017,"44,000 kms",Diesel,Second Owner,delhi,23.5 Lakh*
787,Hyundai,Grand,i10 Asta Option,2013,"12,000 kms",Petrol,First Owner,delhi,4.1 Lakh*
788,Kia,Seltos,HTX IVT G,2020,"30,000 kms",Petrol,First Owner,delhi,15.75 Lakh*
789,Maruti,Ciaz,Alpha,2019,"34,000 kms",Petrol,First Owner,delhi,9.25 Lakh*
790,Hyundai,Creta,1.6 VTVT SX Plus,2017,"67,000 kms",Petrol,First Owner,delhi,9.8 Lakh*
791,Volkswagen,Polo,1.0 MPI Comfortline,2018,"40,001 kms",Petrol,First Owner,delhi,5.74 Lakh*
792,Maruti,Baleno,Zeta,2017,"35,002 kms",Petrol,Second Owner,delhi,6 Lakh*
793,Skoda,Rapid,1.6 TDI Elegance,2014,"71,000 kms",Diesel,First Owner,delhi,3.95 Lakh*
794,Hyundai,Grand,i10 Sportz,2015,"55,000 kms",Petrol,First Owner,delhi,4.01 Lakh*
795,Ford,EcoSport,1.5 Petrol Titanium AT,2018,"69,000 kms",Petrol,First Owner,delhi,8.25 Lakh*
796,Skoda,Superb,Elegance 2.0 TDI CR AT,2014,"90,000 kms",Diesel,Second Owner,delhi,9.5 Lakh*
797,Volkswagen,Vento,1.5 TDI Highline AT,2015,"78,000 kms",Diesel,Second Owner,delhi,5.75 Lakh*
798,Audi,A6,2.0 TDI Premium Plus,2013,"1,00,000 kms",Diesel,Second Owner,delhi,14.25 Lakh*
799,Mini,Cooper,Countryman D,2014,"25,000 kms",Diesel,First Owner,delhi,19 Lakh*
800,Hyundai,Creta,1.6 SX Option Diesel,2015,"64,537 kms",Diesel,First Owner,delhi,8.75 Lakh*
801,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,2013,"98,000 kms",Diesel,First Owner,delhi,6.5 Lakh*
802,Nissan,Sunny,Diesel XV,2014,"47,563 kms",Diesel,First Owner,delhi,3.5 Lakh*
803,Maruti,Esteem,Lxi - BSIII,2007,"65,000 kms",Petrol,First Owner,delhi,"75,000*"
804,Renault,Koleos,2.0 Diesel,2013,"63,002 kms",Diesel,First Owner,delhi,6.25 Lakh*
805,Hyundai,Santro,Xing GLS,2012,"61,212 kms",Petrol,First Owner,delhi,2.14 Lakh*
806,Honda,Brio,S MT,2012,"55,000 kms",Petrol,Second Owner,delhi,2.75 Lakh*
807,Honda,City,E,2012,"24,000 kms",Petrol,First Owner,delhi,4.5 Lakh*
808,Hyundai,Grand,i10 AT Sportz,2014,"45,000 kms",Petrol,First Owner,delhi,4.85 Lakh*
809,Volkswagen,Vento,Diesel Comfortline,2012,"68,000 kms",Diesel,First Owner,delhi,3.25 Lakh*
810,Chevrolet,Aveo,U-VA 1.2 LS,2008,"85,000 kms",Petrol,Second Owner,delhi,1.1 Lakh*
811,Maruti,Alto,800 LXI Optional,2017,"54,000 kms",Petrol,First Owner,delhi,3.25 Lakh*
812,Hyundai,Grand,i10 Magna AT,2016,"63,001 kms",Petrol,First Owner,delhi,4.65 Lakh*
813,Maruti,Ciaz,VDi Plus,2016,"52,000 kms",Diesel,First Owner,delhi,6.25 Lakh*
814,Maruti,Vitara,Brezza LDi Option,2016,"45,325 kms",Diesel,Second Owner,delhi,5.75 Lakh*
815,Mercedes-Benz,CLA,45 AMG,2014,"39,500 kms",Petrol,Third Owner,delhi,24.51 Lakh*
816,Hyundai,i10,Magna 1.2 iTech SE,2011,"49,000 kms",Petrol,First Owner,delhi,2.15 Lakh*
817,Jaguar,XE,2016-2019 2.0L Diesel Prestige,2019,"20,000 kms",Diesel,First Owner,delhi,33.85 Lakh*
818,Honda,City,i VTEC SV,2016,"40,000 kms",Petrol,First Owner,delhi,7.1 Lakh*
819,Maruti,Ciaz,VDi Plus SHVS,2017,"41,000 kms",Diesel,First Owner,delhi,6.75 Lakh*
820,Ford,Figo,Petrol LXI,2011,"80,000 kms",Petrol,First Owner,delhi,2.35 Lakh*
821,Maruti,Wagon,R LXI CNG,2016,"7,110 kms",CNG,First Owner,delhi,3.6 Lakh*
822,Maruti,Eeco,CNG 5 Seater AC BSIV,2017,"52,618 Kms",CNG,1st Owner,delhi,"₹ 3,24,000"
823,Audi,Q7,2006-2020 35 TDI Quattro Premium Plus,2015,"61,000 kms",Diesel,First Owner,delhi,27.9 Lakh*
824,Maruti,Ciaz,ZDi Plus SHVS,2017,"62,000 kms",Diesel,First Owner,delhi,7.45 Lakh*
825,BMW,X1,sDrive 20D xLine,2013,"55,000 kms",Diesel,First Owner,delhi,15 Lakh*
826,Renault,Duster,110PS Diesel RxL,2014,"87,000 kms",Diesel,First Owner,delhi,4.95 Lakh*
827,Hyundai,Creta,1.6 VTVT AT SX Plus,2018,"27,002 kms",Petrol,First Owner,delhi,13.65 Lakh*
828,Hyundai,Grand,Sportz,2016,"33,423 Kms",Petrol,1st Owner,delhi,"₹ 4,12,000"
829,Toyota,Fortuner,4x4 MT,2013,"86,000 kms",Diesel,Second Owner,delhi,12.5 Lakh*
830,Toyota,Fortuner,2016-2021 2.8 2WD AT BSIV,2017,"50,000 kms",Diesel,First Owner,delhi,25.5 Lakh*
831,Hyundai,Santro,Xing GLS,2012,"61,212 kms",Petrol,First Owner,delhi,2.14 Lakh*
832,Honda,Brio,S MT,2012,"55,000 kms",Petrol,Second Owner,delhi,2.75 Lakh*
833,Mahindra,XUV500,W6 1.99 mHawk,2017,"50,002 kms",Diesel,First Owner,delhi,11 Lakh*
834,Mahindra,XUV500,W8 2WD,2012,"76,544 kms",Diesel,First Owner,delhi,5.25 Lakh*
835,Jaguar,XF,3.0 Litre S Premium Luxury,2011,"63,000 kms",Diesel,Second Owner,delhi,12 Lakh*
836,Hyundai,i20,1.2 Sportz,2010,"49,000 kms",Petrol,First Owner,delhi,2.85 Lakh*
837,Honda,Jazz,X,2012,"84,000 kms",Petrol,Second Owner,delhi,3.55 Lakh*
838,Mercedes-Benz,CLA,Urban Sport 200d,2019,"4,000 kms",Diesel,First Owner,delhi,32 Lakh*
839,Porsche,Cayenne,Diesel,2012,"90,000 kms",Diesel,Second Owner,delhi,26.45 Lakh*
840,Mercedes-Benz,CLA,Urban Sport 200d,2019,"22,000 kms",Diesel,First Owner,delhi,39 Lakh*
841,Chevrolet,Beat,Diesel LS,2013,"56,000 kms",Diesel,First Owner,delhi,1.7 Lakh*
842,Mahindra,XUV500,W6 2WD,2015,"71,000 kms",Diesel,First Owner,delhi,6.75 Lakh*
843,Maruti,Ciaz,Delta,2021,"5,400 kms",Petrol,First Owner,delhi,9.5 Lakh*
844,Maruti,Dzire,VXI,2011,"59,000 kms",Petrol,First Owner,delhi,2.55 Lakh*
845,Renault,KWID,1.0 RXL 02 Anniversary Edition,2017,"28,000 kms",Petrol,First Owner,delhi,3.4 Lakh*
846,Honda,City,1.5 V MT,2009,"70,248 kms",Petrol,First Owner,delhi,2.85 Lakh*
847,Ford,Ecosport,1.0 Ecoboost Titanium,2014,"66,000 kms",Petrol,First Owner,delhi,5.25 Lakh*
848,Maruti,SX4,VDI,2012,"75,659 kms",Diesel,Second Owner,delhi,2.36 Lakh*
849,Toyota,Innova,2.5 VX (Diesel) 7 Seater,2015,"75,000 kms",Diesel,First Owner,delhi,9.5 Lakh*
850,Maruti,Wagon,R LXI,2012,"64,000 kms",Petrol,First Owner,delhi,2.65 Lakh*
851,Jaguar,XJ,3.0L Premium Luxury,2012,"42,000 kms",Diesel,First Owner,delhi,26.99 Lakh*
852,Hyundai,i20,Magna,2009,"58,000 kms",Petrol,First Owner,delhi,2.4 Lakh*
853,Maruti,Swift,Dzire Tour 2012-2018 LDI,2015,"48,000 kms",Diesel,First Owner,delhi,4.45 Lakh*
854,Renault,Duster,110PS Diesel RxL,2014,"72,000 kms",Diesel,First Owner,delhi,4.65 Lakh*
855,Mercedes-Benz,C-Class,C 200 CGI Avantgarde,2012,"51,000 kms",Petrol,First Owner,delhi,11.9 Lakh*
856,Skoda,Octavia,Elegance 2.0 TDI AT,2015,"87,000 kms",Diesel,First Owner,delhi,8.45 Lakh*
857,Honda,Brio,V MT,2013,"43,000 kms",Petrol,Second Owner,delhi,2.92 Lakh*
858,Honda,Brio,S Option MT,2012,"54,000 kms",Petrol,First Owner,delhi,2.6 Lakh*
859,Hyundai,i10,Magna,2010,"78,000 kms",Petrol,First Owner,delhi,1.85 Lakh*
860,Chevrolet,Spark,1.0 LT,2011,"55,000 kms",Petrol,Second Owner,delhi,1.5 Lakh*
861,Maruti,Wagon,R VXI Opt,2020,"6,000 kms",Petrol,First Owner,delhi,5.45 Lakh*
862,Toyota,Platinum,Etios 1.5 VX,2016,"67,000 kms",Petrol,First Owner,delhi,4.9 Lakh*
863,Honda,City,i DTEC VX Option,2014,"60,000 kms",Diesel,First Owner,delhi,6.25 Lakh*
864,Honda,City,i VTEC V,2015,"41,000 kms",Petrol,First Owner,delhi,6.25 Lakh*
865,Honda,Amaze,EX i-Dtech,2013,"78,000 kms",Diesel,Second Owner,delhi,2.95 Lakh*
866,Maruti,A,Star Lxi,2009,"60,000 kms",Petrol,Third Owner,delhi,1.65 Lakh*
867,Maruti,Zen,Estilo LXI BS IV,2013,"11,500 kms",Petrol,First Owner,delhi,2.65 Lakh*
868,Jaguar,XJ,3.0L Portfolio LWB,2015,"58,000 kms",Diesel,Second Owner,delhi,38 Lakh*
869,Hyundai,Venue,SX Opt Dual Tone Turbo,2019,"30,000 kms",Petrol,First Owner,delhi,9.8 Lakh*
870,Honda,Brio,VX AT,2014,"36,205 Kms",Petrol,1st Owner,delhi,"₹ 3,88,500"
871,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,2011,"1,10,000 kms",Diesel,First Owner,delhi,5.1 Lakh*
872,Maruti,SX4,S Cross DDiS 200 Zeta,2016,"50,000 kms",Diesel,First Owner,delhi,6.25 Lakh*
873,Ford,EcoSport,1.5 Petrol Titanium Plus BSIV,2019,"22,347 kms",Petrol,First Owner,delhi,9.01 Lakh*
874,Volkswagen,Vento,1.5 Highline Plus AT 16 Alloy,2015,"64,576 kms",Diesel,First Owner,delhi,5.4 Lakh*
875,Maruti,Wagon,LXI BS IV,2018,"14,797 Kms",Petrol,1st Owner,delhi,"₹ 4,16,500"
876,Maruti,Wagon,R LXI,2018,"19,000 kms",Petrol,First Owner,delhi,4 Lakh*
877,Honda,Amaze,S i-Dtech,2014,"65,000 kms",Diesel,First Owner,delhi,3.1 Lakh*
878,Ford,EcoSport,1.5 Diesel Ambiente,2016,"53,000 kms",Diesel,First Owner,delhi,5.4 Lakh*
879,Maruti,Wagon,R LXI Optional,2016,"58,000 kms",Petrol,First Owner,delhi,3.25 Lakh*
880,Mahindra,Scorpio,1.99 S4,2017,"73,849 kms",Diesel,First Owner,delhi,7.5 Lakh*
881,Hyundai,i20,Asta,2009,"66,500 kms",Petrol,Second Owner,delhi,2.3 Lakh*
882,Hyundai,Creta,1.4 S,2015,"65,000 kms",Diesel,First Owner,delhi,7.5 Lakh*
883,Volkswagen,Polo,GT TSI,2014,"71,999 kms",Petrol,Second Owner,delhi,4.96 Lakh*
884,Hyundai,i10,Magna 1.1L,2013,"71,002 kms",Petrol,Second Owner,delhi,2.5 Lakh*
885,MG,Hector,Sharp AT BSIV,2020,"12,092 kms",Petrol,First Owner,delhi,18.75 Lakh*
886,Mercedes-Benz,CLA,200 D Sport Edition,2015,"39,000 kms",Diesel,First Owner,delhi,26 Lakh*
887,BMW,5,Series 520d,2012,"62,000 kms",Diesel,Second Owner,delhi,12.5 Lakh*
888,Honda,Amaze,S i-Dtech,2014,"47,200 kms",Diesel,First Owner,delhi,3.25 Lakh*
889,Hyundai,Creta,1.6 SX Option,2015,"80,000 kms",Petrol,First Owner,delhi,8 Lakh*
890,Hyundai,i20,Magna 1.4 CRDi,2014,"25,000 kms",Diesel,First Owner,delhi,4.09 Lakh*
891,Honda,Jazz,X,2012,"80,000 kms",Petrol,Second Owner,delhi,2.9 Lakh*
892,Maruti,Swift,Dzire LDI,2013,"1,20,000 kms",Diesel,First Owner,delhi,2.8 Lakh*
893,Maruti,Swift,Dzire VXi,2016,"16,000 kms",Petrol,First Owner,delhi,5 Lakh*
894,Volkswagen,Polo,1.2 MPI Comfortline,2016,"77,000 kms",Petrol,First Owner,delhi,4.2 Lakh*
895,Ford,Figo,Diesel Celebration Edition,2013,"1,10,000 kms",Diesel,Second Owner,delhi,1.8 Lakh*
896,Renault,Pulse,RxL Optional,2013,"70,000 kms",Diesel,First Owner,delhi,2.5 Lakh*
897,Mahindra,Scorpio,LX BSIV,2012,"1,60,000 kms",Diesel,First Owner,delhi,3.6 Lakh*
898,Mahindra,Scorpio,LX BSIV,2012,"1,60,000 kms",Diesel,First Owner,delhi,3.6 Lakh*
899,Audi,A4,New 2.0 TDI Multitronic,2012,"88,000 kms",Diesel,Third Owner,delhi,8.5 Lakh*
900,Toyota,Corolla,Altis G MT,2015,"30,000 kms",Petrol,First Owner,delhi,11 Lakh*
901,BMW,X1,sDrive 20D xLine,2018,"10,422 kms",Diesel,First Owner,delhi,27 Lakh*
902,Maruti,Vitara,Brezza LDi,2016,"20,000 kms",Diesel,First Owner,delhi,5.65 Lakh*
903,Maruti,Alto,LXi,2010,"66,928 kms",Petrol,Second Owner,delhi,1.25 Lakh*
904,Maruti,Swift,LXI,2021,"5,000 kms",Petrol,First Owner,delhi,5.1 Lakh*
905,Honda,City,1.5 V MT,2009,"70,000 kms",Petrol,First Owner,delhi,3 Lakh*
906,Honda,Civic,1.8 S MT,2007,"60,000 kms",Petrol,Third Owner,delhi,1.4 Lakh*
907,Maruti,Ciaz,ZDi Plus SHVS,2017,"50,000 kms",Diesel,First Owner,delhi,6.5 Lakh*
908,Hyundai,Verna,1.6 VTVT,2013,"70,000 kms",Petrol,Third Owner,delhi,3.9 Lakh*
909,Maruti,Alto,LXi BSIII,2009,"50,000 kms",Petrol,First Owner,delhi,1.2 Lakh*
910,Toyota,Fortuner,2016-2021 2.8 2WD AT BSIV,2018,"60,000 kms",Diesel,First Owner,delhi,32 Lakh*
