,Brand,Model,Variant,Manufacturing_year,Driven_kilometers,Fuel,number_of_owners,location,Price
450,Audi,Q7,2006-2020 45 TDI Quattro Technology,2017,"22,000 kms",Diesel,First Owner,Ahmedabad,58 Lakh*
451,Mercedes-Benz,A-Class,A200 CDI Sport,2017,"30,000 kms",Diesel,Second Owner,Ahmedabad,15.5 Lakh*
452,Maruti,Eeco,5 Seater AC,2020,"17,116 Kms",Petrol,1st Owner,Ahmedabad,"₹ 4,74,500"
453,Mahindra,Xylo,E4 ABS BS IV,2012,"76,000 kms",Diesel,First Owner,Ahmedabad,3.65 Lakh*
454,Mahindra,XUV500,W10 2WD,2015,"89,000 kms",Diesel,Second Owner,Ahmedabad,9 Lakh*
455,Maruti,Eeco,CNG 5 Seater AC BSIV,2018,"15,000 kms",CNG,Second Owner,Ahmedabad,3.7 Lakh*
456,Honda,Brio,EX MT,2012,"70,000 kms",Petrol,First Owner,Ahmedabad,2.75 Lakh*
457,Honda,Amaze,S i-Dtech,2014,"93,000 kms",Diesel,Second Owner,Ahmedabad,3.55 Lakh*
458,Tata,Tiago,XT,2020,"3,600 kms",Petrol,First Owner,Ahmedabad,5.3 Lakh*
459,Mahindra,Scorpio,2.6 GLX,2005,"1,32,000 kms",Diesel,Second Owner,Ahmedabad,2.25 Lakh*
460,Maruti,Baleno,Delta 1.3,2016,"35,000 kms",Diesel,First Owner,Ahmedabad,6.65 Lakh*
461,Hyundai,Grand,i10 CRDi Sportz,2014,"60,000 kms",Diesel,Second Owner,Ahmedabad,3.5 Lakh*
462,Maruti,Swift,Dzire VDi,2011,"91,000 kms",Diesel,First Owner,Ahmedabad,3.25 Lakh*
463,Maruti,Swift,VDI,2012,"1,20,000 kms",Diesel,First Owner,Ahmedabad,2.85 Lakh*
464,Honda,Brio,V MT,2013,"45,000 kms",Petrol,First Owner,Ahmedabad,3.35 Lakh*
465,Hyundai,Santro,Xing GL Plus,2012,"70,000 kms",Petrol,Second Owner,Ahmedabad,1.8 Lakh*
466,Chevrolet,Cruze,LTZ,2009,"1,35,000 kms",Diesel,First Owner,Ahmedabad,5 Lakh*
467,Volkswagen,Vento,Diesel Highline,2012,"1,06,000 kms",Diesel,Second Owner,Ahmedabad,4.18 Lakh*
468,Maruti,Swift,VDI Optional,2015,"1,00,000 kms",Diesel,First Owner,Ahmedabad,3.9 Lakh*
469,Mahindra,XUV500,2011-2015 W8 FWD,2012,"1,20,000 kms",Diesel,Third Owner,Ahmedabad,3.62 Lakh*
470,Mahindra,XUV500,2011-2015 W8 FWD,2012,"1,20,000 kms",Diesel,Third Owner,Ahmedabad,3.62 Lakh*
471,Maruti,Omni,CNG,2010,"1,00,000 kms",CNG,Second Owner,Ahmedabad,1.21 Lakh*
472,Hyundai,Getz,GLS,2007,"1,10,000 kms",Petrol,Fourth & Above Owner,Ahmedabad,1.1 Lakh*
473,Maruti,Wagon,R LXI CNG,2012,"1,50,000 kms",CNG,First Owner,Ahmedabad,2.5 Lakh*
474,Hyundai,i20,Sportz 1.4 CRDi,2013,"94,000 kms",Diesel,First Owner,Ahmedabad,2.85 Lakh*
475,Honda,Jazz,1.2 VX i VTEC,2016,"49,000 kms",Petrol,First Owner,Ahmedabad,5.95 Lakh*
476,Audi,Q5,35TDI Premium Plus,2018,"37,800 kms",Diesel,First Owner,Ahmedabad,45 Lakh*
477,Renault,Duster,85PS Diesel RxS,2016,"55,000 kms",Diesel,First Owner,Ahmedabad,6.25 Lakh*
478,Honda,Jazz,ZX,2021,"6,000 kms",Petrol,First Owner,Ahmedabad,8.5 Lakh*
479,Maruti,Vitara,Brezza ZDi Plus,2016,"45,000 kms",Diesel,First Owner,Ahmedabad,7.5 Lakh*
480,Ford,Endeavour,3.2 Titanium AT 4X4,2018,"80,000 kms",Diesel,First Owner,Ahmedabad,26.5 Lakh*
481,Honda,City,i DTEC V,2015,"72,000 kms",Diesel,First Owner,Ahmedabad,6.5 Lakh*
482,Volvo,XC90,D5 Momentum BSIV,2018,"36,131 kms",Diesel,First Owner,Ahmedabad,65 Lakh*
483,Hyundai,Grand,i10 1.2 CRDi Magna,2017,"44,200 kms",Diesel,First Owner,Ahmedabad,5.3 Lakh*
484,Hyundai,Santa,Fe 2WD AT,2014,"77,500 kms",Diesel,First Owner,Ahmedabad,12.51 Lakh*
485,Mercedes-Benz,GLA,Class 200 d Sport,2018,"63,205 kms",Diesel,First Owner,Ahmedabad,26.5 Lakh*
486,Renault,Duster,110PS Diesel RxZ,2014,"70,000 kms",Diesel,First Owner,Ahmedabad,5 Lakh*
487,Maruti,Alto,800 Base,2016,"1,20,000 kms",Petrol,First Owner,Ahmedabad,2 Lakh*
488,Tata,Nexon,1.5 Revotorq XM,2018,"59,000 kms",Diesel,First Owner,Ahmedabad,7.75 Lakh*
489,Toyota,Innova,Crysta 2016-2020 2.4 VX MT 8 STR,2018,"75,000 kms",Diesel,First Owner,Ahmedabad,18.5 Lakh*
490,Ford,EcoSport,1.5 TDCi Titanium BSIV,2015,"74,000 kms",Diesel,First Owner,Ahmedabad,5.75 Lakh*
491,Maruti,Zen,Estilo LXI BS IV,2011,"90,000 kms",Petrol,Second Owner,Ahmedabad,1.5 Lakh*
492,Ford,EcoSport,1.5 Diesel Titanium Plus,2016,"79,900 kms",Diesel,First Owner,Ahmedabad,6.9 Lakh*
493,Maruti,Swift,Vdi BSIII,2010,"73,000 kms",Diesel,First Owner,Ahmedabad,2.25 Lakh*
494,Chevrolet,Spark,1.0 LS,2011,"38,600 kms",Petrol,First Owner,Ahmedabad,1.2 Lakh*
495,Mahindra,Renault,Logan 1.5 Diesel DLSX,2010,"1,40,000 kms",Diesel,First Owner,Ahmedabad,2 Lakh*
496,Tata,Nano,Twist XT,2015,"28,900 kms",Petrol,First Owner,Ahmedabad,1.55 Lakh*
497,Nissan,Terrano,XL Plus 85 PS,2016,"74,431 Kms",Diesel,2nd Owner,Ahmedabad,"₹ 4,70,500"
498,Ford,Endeavour,3.0L 4X4 AT,2011,"1,20,000 kms",Diesel,Second Owner,Ahmedabad,4.5 Lakh*
499,Honda,Civic,ZX Diesel BSIV,2019,"32,589 kms",Diesel,First Owner,Ahmedabad,17.75 Lakh*
500,BMW,3,Series 320d M Sport,2016,"45,000 kms",Diesel,First Owner,Ahmedabad,26.5 Lakh*
501,Tata,Indica,Vista Aura 1.3 Quadrajet (ABS) BS IV,2011,"90,000 kms",Diesel,Second Owner,Ahmedabad,1 Lakh*
502,Tata,Indica,Vista Quadrajet LX,2012,"90,000 kms",Diesel,First Owner,Ahmedabad,1.4 Lakh*
503,Maruti,Ciaz,VDi Plus SHVS,2017,"63,000 kms",Diesel,First Owner,Ahmedabad,6.41 Lakh*
504,Maruti,SX4,VDI,2011,"65,000 kms",Diesel,First Owner,Ahmedabad,3.5 Lakh*
505,Honda,City,i DTec V,2016,"65,000 kms",Diesel,First Owner,Ahmedabad,6.45 Lakh*
506,Hyundai,i20,Sportz 1.4 CRDi,2015,"81,000 kms",Diesel,First Owner,Ahmedabad,5.6 Lakh*
507,Honda,City,i DTec V,2014,"87,000 kms",Diesel,First Owner,Ahmedabad,5.6 Lakh*
508,Maruti,Alto,LXi,2006,"94,000 kms",Petrol,Second Owner,Ahmedabad,1.5 Lakh*
509,Hyundai,Verna,CRDi 1.6 AT SX Plus,2017,"70,000 kms",Diesel,First Owner,Ahmedabad,9.5 Lakh*
510,Honda,City,i DTec S,2014,"75,000 kms",Diesel,First Owner,Ahmedabad,4.8 Lakh*
511,Honda,City,i DTEC SV,2014,"80,000 kms",Diesel,First Owner,Ahmedabad,5.05 Lakh*
512,Honda,Amaze,S i-Dtech,2013,"80,000 kms",Diesel,First Owner,Ahmedabad,3.7 Lakh*
513,Volkswagen,Jetta,2.0 TDI Trendline,2011,"69,000 kms",Diesel,First Owner,Ahmedabad,2.95 Lakh*
514,Hyundai,EON,Magna Plus,2014,"34,000 kms",Petrol,First Owner,Ahmedabad,2.75 Lakh*
515,Volkswagen,Vento,Diesel Highline,2012,"70,000 kms",Diesel,First Owner,Ahmedabad,3.9 Lakh*
516,Hyundai,Xcent,1.1 CRDi S,2017,"64,000 kms",Diesel,First Owner,Ahmedabad,5.35 Lakh*
517,Volkswagen,Polo,1.5 TDI Trendline,2013,"65,000 kms",Diesel,First Owner,Ahmedabad,3.25 Lakh*
518,Hyundai,Verna,1.6 CRDi EX MT,2011,"72,000 kms",Diesel,First Owner,Ahmedabad,3.9 Lakh*
519,Maruti,Swift,Dzire ZDi,2010,"65,000 kms",Diesel,First Owner,Ahmedabad,3.4 Lakh*
520,Audi,A4,2.0 TDI Multitronic,2014,"76,000 kms",Diesel,First Owner,Ahmedabad,15 Lakh*
521,Audi,Q3,35 TDI Quattro Premium,2015,"90,000 kms",Diesel,First Owner,Ahmedabad,16.25 Lakh*
522,BMW,3,Series 320d Luxury Line,2013,"93,000 kms",Diesel,First Owner,Ahmedabad,14.95 Lakh*
523,Volvo,XC60,D5 Inscription,2014,"89,000 kms",Diesel,First Owner,Ahmedabad,17.75 Lakh*
524,Renault,Scala,Diesel RxL,2013,"65,000 kms",Diesel,First Owner,Ahmedabad,3.05 Lakh*
525,Renault,Lodgy,Stepway 110PS RXZ 7S,2018,"33,300 kms",Diesel,First Owner,Ahmedabad,7.1 Lakh*
526,Maruti,Wagon,R LXI,2009,"46,000 kms",Petrol,First Owner,Ahmedabad,2.15 Lakh*
527,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV,2018,"97,000 kms",Diesel,First Owner,Ahmedabad,8.15 Lakh*
528,Ford,Figo,Petrol EXI,2010,"61,000 kms",Petrol,First Owner,Ahmedabad,2.4 Lakh*
529,Renault,KWID,RXT 02 Anniversary Edition,2018,"34,000 kms",Petrol,First Owner,Ahmedabad,3.8 Lakh*
530,Maruti,Ritz,VDi,2015,"86,000 kms",Diesel,Second Owner,Ahmedabad,2.7 Lakh*
531,Maruti,Eeco,5 Seater AC,2019,"19,000 kms",Petrol,First Owner,Ahmedabad,4.5 Lakh*
532,Maruti,Vitara,Brezza ZDi Plus,2017,"47,000 kms",Diesel,First Owner,Ahmedabad,7.9 Lakh*
533,Maruti,Alto,LXi,2012,"1,00,000 kms",Petrol,Third Owner,Ahmedabad,1.3 Lakh*
534,Hyundai,i10,Magna 1.2 iTech SE,2010,"65,400 kms",Petrol,Second Owner,Ahmedabad,2.5 Lakh*
535,Nissan,Micra,Diesel XV Premium,2013,"1,00,000 kms",Diesel,Second Owner,Ahmedabad,1.97 Lakh*
536,Maruti,Wagon,R LXI,2005,"1,20,000 kms",Petrol,Second Owner,Ahmedabad,1.1 Lakh*
537,Mahindra,Thar,DI 4X2,2017,"40,000 kms",Diesel,Second Owner,Ahmedabad,5.56 Lakh*
538,Toyota,Innova,2.5 G4 Diesel 8-seater,2009,"76,000 kms",Diesel,Third Owner,Ahmedabad,4 Lakh*
539,Chevrolet,Spark,1.0 LS,2010,"60,000 kms",Petrol,Second Owner,Ahmedabad,1 Lakh*
540,Tata,Nano,Twist XT,2015,"28,000 kms",Petrol,First Owner,Ahmedabad,1.6 Lakh*
541,Chevrolet,Beat,Diesel LS,2015,"80,000 kms",Diesel,Second Owner,Ahmedabad,1.7 Lakh*
542,Tata,Indica,GLS BS IV,2008,"1,44,400 kms",Petrol,Second Owner,Ahmedabad,"40,000*"
543,Mercedes-Benz,C-Class,C 200 CGI Elegance,2010,"85,000 kms",Petrol,First Owner,Ahmedabad,8.5 Lakh*
544,Hyundai,Grand,i10 CRDi Asta Option,2014,"76,900 kms",Diesel,First Owner,Ahmedabad,4.5 Lakh*
545,Renault,KWID,RXL,2017,"39,000 kms",Petrol,First Owner,Ahmedabad,2.8 Lakh*
546,Ford,Figo,1.5D Titanium MT,2017,"19,000 kms",Diesel,First Owner,Ahmedabad,5.9 Lakh*
547,Toyota,Innova,Crysta 2016-2020 2.4 ZX MT,2016,"1,48,528 kms",Diesel,First Owner,Ahmedabad,16.25 Lakh*
548,Hyundai,Creta,1.6 CRDi AT SX Plus,2016,"70,000 kms",Diesel,First Owner,Ahmedabad,14 Lakh*
549,Hyundai,i10,Magna,2014,"52,000 kms",Petrol,First Owner,Ahmedabad,3.3 Lakh*
550,Maruti,Alto,800 VXI,2017,"27,000 kms",Petrol,First Owner,Ahmedabad,2.9 Lakh*
551,Maruti,Swift,Dzire VXi,2010,"64,000 kms",Petrol,First Owner,Ahmedabad,1.85 Lakh*
552,Hyundai,Grand,i10 Nios Sportz,2019,"5,000 kms",Petrol,First Owner,Ahmedabad,6 Lakh*
553,Maruti,Ertiga,VDI,2013,"1,10,000 kms",Diesel,Second Owner,Ahmedabad,4.5 Lakh*
554,Tata,Indigo,eGVX,2013,"50,000 kms",Petrol,First Owner,Ahmedabad,2.3 Lakh*
555,Tata,Indica,GLS BS IV,2007,"80,000 kms",Petrol,Second Owner,Ahmedabad,"55,000*"
556,Maruti,Swift,VXI 1.2,2019,"9,303 Kms",Petrol,1st Owner,Ahmedabad,"₹ 6,88,000"
557,Maruti,Ertiga,VXI ABS,2015,"12,600 kms",Petrol,Second Owner,Ahmedabad,6.93 Lakh*
558,Maruti,Ciaz,VDi Plus SHVS,2016,"50,000 kms",Diesel,First Owner,Ahmedabad,6 Lakh*
559,Mahindra,Verito,Vibe 1.5 dCi D4,2014,"1,10,000 kms",Diesel,First Owner,Ahmedabad,2.7 Lakh*
560,Maruti,Alto,LXi,2011,"38,300 kms",Petrol,First Owner,Ahmedabad,1.7 Lakh*
561,Maruti,Ertiga,SHVS VDI,2018,"58,000 kms",Diesel,Second Owner,Ahmedabad,7.8 Lakh*
562,Maruti,Ertiga,VDI,2015,"76,000 kms",Diesel,Second Owner,Ahmedabad,5.25 Lakh*
563,Maruti,Swift,Dzire 1.2 Vxi BSIV,2011,"60,000 kms",Petrol,Second Owner,Ahmedabad,3.5 Lakh*
564,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV,2015,"60,000 kms",Diesel,First Owner,Ahmedabad,5.9 Lakh*
565,Maruti,Ritz,LDi,2011,"60,000 kms",Diesel,Second Owner,Ahmedabad,2 Lakh*
566,Maruti,Ertiga,SHVS VDI,2018,"60,000 kms",Diesel,Second Owner,Ahmedabad,7.65 Lakh*
567,Chevrolet,Tavera,B1-10 seats BSIII,2006,"1,00,000 kms",Diesel,First Owner,Ahmedabad,2.25 Lakh*
568,Hyundai,Grand,i10 1.2 CRDi Magna,2017,"30,000 kms",Diesel,First Owner,Ahmedabad,4.7 Lakh*
569,Ford,Aspire,1.5 TDCi Trend,2015,"1,00,000 kms",Diesel,First Owner,Ahmedabad,3.15 Lakh*
570,Hyundai,Creta,1.4 CRDi S Plus,2015,"62,600 kms",Diesel,First Owner,Ahmedabad,8.1 Lakh*
571,Maruti,Baleno,1.2 Delta,2016,"51,069 Kms",Petrol,1st Owner,Ahmedabad,"₹ 5,39,000"
572,Hyundai,EON,Sportz,2014,"75,000 kms",Petrol,Second Owner,Ahmedabad,2.75 Lakh*
573,Hyundai,Verna,1.6 CRDi SX,2015,"62,000 kms",Diesel,First Owner,Ahmedabad,5.75 Lakh*
574,Maruti,Wagon,R LXI,2013,"90,000 kms",Petrol,First Owner,Ahmedabad,2.9 Lakh*
575,Volkswagen,Vento,1.5 TDI Highline,2015,"1,47,000 kms",Diesel,First Owner,Ahmedabad,5.5 Lakh*
576,Maruti,SX4,ZXI MT BSIV,2011,"55,000 kms",Petrol,Third Owner,Ahmedabad,2.9 Lakh*
577,Maruti,Omni,CNG,2012,"60,000 kms",CNG,First Owner,Ahmedabad,1.8 Lakh*
578,Fiat,Grande,Punto 1.3 Emotion (Diesel),2011,"86,000 kms",Diesel,First Owner,Ahmedabad,1.5 Lakh*
579,Maruti,Swift,Dzire VDI,2013,"60,000 kms",Diesel,Second Owner,Ahmedabad,4 Lakh*
580,Maruti,Alto,LXi,2011,"38,300 kms",Petrol,First Owner,Ahmedabad,1.7 Lakh*
581,Chevrolet,Tavera,Neo 3 LS 10 Str,2014,"30,000 kms",Diesel,First Owner,Ahmedabad,4.75 Lakh*
582,Hyundai,i20,1.4 Sportz,2017,"65,673 kms",Diesel,First Owner,Ahmedabad,5.8 Lakh*
583,Honda,City,i DTEC SV,2015,"1,10,000 kms",Diesel,First Owner,Ahmedabad,4.5 Lakh*
584,Renault,Scala,Diesel RxL,2013,"60,003 kms",Diesel,First Owner,Ahmedabad,3.25 Lakh*
585,Volkswagen,Vento,Diesel Highline,2011,"94,000 kms",Diesel,Second Owner,Ahmedabad,3.25 Lakh*
586,Audi,A4,35 TDI Technology,2020,"36,000 kms",Diesel,First Owner,Ahmedabad,34 Lakh*
587,Tata,Nexon,1.5 Revotorq XT,2019,"70,000 kms",Diesel,Second Owner,Ahmedabad,6.75 Lakh*
588,Mercedes-Benz,A-Class,A200 CDI,2015,"67,000 kms",Diesel,Second Owner,Ahmedabad,14.5 Lakh*
589,Mini,Cooper,S Carbon Edition,2013,"26,565 kms",Petrol,Second Owner,Ahmedabad,18.6 Lakh*
590,Toyota,Innova,Crysta 2016-2020 2.4 VX MT 8S BSIV,2018,"69,000 kms",Diesel,First Owner,Ahmedabad,15.9 Lakh*
591,Maruti,Alto,LXi,2010,"14,000 kms",Petrol,Second Owner,Ahmedabad,1.8 Lakh*
592,Renault,KWID,1.0 RXT Optional,2018,"4,000 kms",Petrol,First Owner,Ahmedabad,4.45 Lakh*
593,BMW,5,Series 520d Luxury Line,2013,"76,000 kms",Diesel,First Owner,Ahmedabad,19.5 Lakh*
594,Mahindra,XUV500,W6 2WD,2016,"65,000 kms",Diesel,First Owner,Ahmedabad,8.5 Lakh*
595,Hyundai,Venue,S Turbo DCT BSIV,2019,"3,600 kms",Petrol,First Owner,Ahmedabad,9.75 Lakh*
596,Honda,City,1.5 S AT,2009,"58,463 kms",Petrol,Second Owner,Ahmedabad,3.51 Lakh*
597,Mahindra,KUV100,NXT G80 K6 Plus 5Str,2017,"90,000 kms",Petrol,First Owner,Ahmedabad,3.25 Lakh*
598,MG,Hector,Hybrid Smart MT BSIV,2019,"12,000 kms",Petrol,First Owner,Ahmedabad,14.9 Lakh*
599,Audi,Q3,2.0 TDI Quattro Premium Plus,2014,"87,000 kms",Diesel,First Owner,Ahmedabad,15.9 Lakh*
600,Hyundai,Creta,1.6 CRDi AT S Plus,2017,"73,544 kms",Diesel,First Owner,Ahmedabad,10.5 Lakh*
601,Hyundai,i20,Sportz Plus,2020,"23,000 kms",Petrol,First Owner,Ahmedabad,7.5 Lakh*
602,Maruti,Alto,LXi,2010,"63,000 kms",Petrol,First Owner,Ahmedabad,1.8 Lakh*
603,Nissan,Evalia,XL,2015,"55,000 kms",Diesel,First Owner,Ahmedabad,4.9 Lakh*
604,Hyundai,Grand,i10 Asta Option AT,2016,"63,000 kms",Petrol,First Owner,Ahmedabad,5.5 Lakh*
605,Volkswagen,Passat,1.8 TSI MT,2010,"65,243 kms",Petrol,First Owner,Ahmedabad,5.49 Lakh*
606,Maruti,Vitara,Brezza VDi,2017,"28,000 kms",Diesel,First Owner,Ahmedabad,8.25 Lakh*
607,Hyundai,Xcent,1.2 Kappa Base,2014,"90,000 kms",Petrol,First Owner,Ahmedabad,3.25 Lakh*
608,BMW,3,Series GT Luxury Line,2019,"38,000 kms",Diesel,First Owner,Ahmedabad,34.9 Lakh*
609,Maruti,Eeco,5 Seater AC BSIV,2016,"45,347 Kms",Petrol,1st Owner,Ahmedabad,"₹ 3,74,500"
610,Hyundai,i10,Magna,2010,"25,000 kms",Petrol,First Owner,Ahmedabad,2.85 Lakh*
611,Honda,Amaze,S i-Dtech,2013,"69,000 kms",Diesel,Second Owner,Ahmedabad,3.4 Lakh*
612,Hyundai,EON,Era,2011,"62,000 kms",Petrol,First Owner,Ahmedabad,2.25 Lakh*
613,Maruti,Alto,LXi,2008,"48,400 kms",Petrol,Second Owner,Ahmedabad,1.45 Lakh*
614,Maruti,Ritz,VXi,2012,"40,000 kms",Petrol,Second Owner,Ahmedabad,2.5 Lakh*
615,Tata,Indica,DLS BSII,2009,"1,20,000 kms",Diesel,First Owner,Ahmedabad,"40,000*"
616,Toyota,Fortuner,4x2 AT,2014,"75,000 kms",Diesel,Second Owner,Ahmedabad,15.25 Lakh*
617,Toyota,Etios,G,2012,"1,00,000 kms",Petrol,First Owner,Ahmedabad,3 Lakh*
618,Fiat,Grande,Punto EVO 1.3 Active,2014,"42,000 kms",Diesel,First Owner,Ahmedabad,2.9 Lakh*
619,Nissan,Micra,Diesel XV,2012,"73,000 kms",Diesel,First Owner,Ahmedabad,2.9 Lakh*
620,Maruti,Alto,LX BSIII,2007,"67,000 kms",Petrol,Third Owner,Ahmedabad,1.25 Lakh*
621,Mahindra,TUV,300 T8,2018,"66,000 kms",Diesel,First Owner,Ahmedabad,7.91 Lakh*
622,Honda,City,i-VTEC CVT V,2018,"22,249 kms",Petrol,First Owner,Ahmedabad,10.75 Lakh*
623,MG,Hector,Sharp Diesel MT,2019,"31,000 kms",Diesel,First Owner,Ahmedabad,18 Lakh*
624,Hyundai,Creta,1.6 SX,2018,"19,785 kms",Petrol,First Owner,Ahmedabad,12.75 Lakh*
625,Jeep,Compass,1.4 Limited Plus BSIV,2019,"7,000 kms",Petrol,First Owner,Ahmedabad,20.5 Lakh*
626,Porsche,Cayenne,Diesel Platinum Edition,2015,"68,000 kms",Diesel,First Owner,Ahmedabad,59 Lakh*
627,Toyota,Corolla,Altis D-4D G,2014,"65,000 kms",Diesel,First Owner,Ahmedabad,7.9 Lakh*
628,Hyundai,Creta,1.6 VTVT E Plus,2017,"67,000 kms",Petrol,First Owner,Ahmedabad,9.25 Lakh*
629,Maruti,Ciaz,ZDi Plus SHVS,2017,"73,000 kms",Diesel,First Owner,Ahmedabad,7.25 Lakh*
630,Volvo,S60,D4 SUMMUM,2015,"71,000 kms",Diesel,First Owner,Ahmedabad,15.5 Lakh*
631,Fiat,Grande,Punto EVO 1.2 Active,2014,"27,000 kms",Petrol,First Owner,Ahmedabad,3.25 Lakh*
632,Maruti,Ciaz,ZDi Plus SHVS,2017,"60,001 kms",Diesel,First Owner,Ahmedabad,6.5 Lakh*
633,Hyundai,Verna,CRDi 1.6 EX,2017,"81,000 kms",Diesel,First Owner,Ahmedabad,7.75 Lakh*
634,Hyundai,i20,Diesel Asta,2018,"71,000 kms",Diesel,First Owner,Ahmedabad,7.51 Lakh*
635,Maruti,Ciaz,Delta AT,2020,"3,000 kms",Petrol,First Owner,Ahmedabad,9.5 Lakh*
636,Volkswagen,Vento,1.5 TDI Highline,2018,"97,922 Kms",Diesel,1st Owner,Ahmedabad,"₹ 7,16,500"
637,Honda,City,i DTec SV,2015,"68,000 kms",Diesel,First Owner,Ahmedabad,5.25 Lakh*
638,Hyundai,i20,Sportz 1.4 CRDi,2013,"62,000 kms",Diesel,First Owner,Ahmedabad,3.75 Lakh*
639,Mahindra,XUV500,AT W10 FWD,2018,"55,000 kms",Diesel,First Owner,Ahmedabad,14.4 Lakh*
640,Toyota,Innova,2.5 G (Diesel) 7 Seater,2012,"1,33,000 kms",Diesel,First Owner,Ahmedabad,7.51 Lakh*
641,Audi,A4,2.0 TDI,2011,"1,47,000 kms",Diesel,First Owner,Ahmedabad,9.45 Lakh*
642,Hyundai,Santro,Xing XS eRLX Euro II,2003,"65,900 kms",Petrol,First Owner,Ahmedabad,1.25 Lakh*
643,Maruti,Wagon,R VXI,2013,"25,000 kms",Petrol,First Owner,Ahmedabad,3.2 Lakh*
644,Mahindra,Bolero,DI,2006,"60,000 kms",Diesel,First Owner,Ahmedabad,2.25 Lakh*
645,Volvo,V40,D3 R-Design,2016,"45,000 kms",Diesel,Second Owner,Ahmedabad,13.5 Lakh*
646,Renault,KWID,RXL,2019,"17,000 kms",Petrol,First Owner,Ahmedabad,3.5 Lakh*
647,Maruti,Alto,K10 VXI AGS,2018,"3,500 kms",Petrol,First Owner,Ahmedabad,3.9 Lakh*
648,Ford,Fiesta,Classic 1.4 Duratorq LXI,2011,"68,000 kms",Diesel,Second Owner,Ahmedabad,2.19 Lakh*
649,Maruti,Swift,VXI,2017,"75,200 kms",Petrol,First Owner,Ahmedabad,5.25 Lakh*
650,Hyundai,Creta,1.6 CRDi AT SX Plus,2018,"40,000 kms",Diesel,First Owner,Ahmedabad,13.5 Lakh*
651,Mercedes-Benz,B,Class B180 Sports,2014,"35,000 kms",Petrol,Second Owner,Ahmedabad,13.5 Lakh*
652,Toyota,Yaris,V BSIV,2018,"29,900 kms",Petrol,First Owner,Ahmedabad,8.9 Lakh*
653,Hyundai,i20,Magna Optional 1.4 CRDi,2013,"81,000 kms",Diesel,First Owner,Ahmedabad,3.75 Lakh*
654,Honda,Amaze,S i-Dtech,2014,"70,000 kms",Diesel,First Owner,Ahmedabad,4.05 Lakh*
655,Maruti,Swift,VXI 1.2,2019,"9,303 Kms",Petrol,1st Owner,Ahmedabad,"₹ 6,88,000"
656,Maruti,Ertiga,SHVS VDI,2018,"58,000 kms",Diesel,Second Owner,Ahmedabad,7.8 Lakh*
657,Maruti,Alto,LXi BSIII,2007,"70,000 kms",Petrol,Third Owner,Ahmedabad,1.25 Lakh*
658,Skoda,Octavia,Ambiente 1.9 TDI,2010,"1,34,000 kms",Diesel,First Owner,Ahmedabad,2.8 Lakh*
659,Hyundai,i10,Magna 1.1L,2011,"50,000 kms",Petrol,First Owner,Ahmedabad,2.6 Lakh*
660,BMW,3,Series 320d Luxury Line,2012,"75,000 kms",Diesel,Second Owner,Ahmedabad,9.5 Lakh*
661,Nissan,Micra,Diesel XV Premium,2012,"78,000 kms",Diesel,Second Owner,Ahmedabad,4 Lakh*
662,Audi,Q5,30 TDI quattro Premium,2017,"39,376 kms",Diesel,First Owner,Ahmedabad,35 Lakh*
663,Volkswagen,Vento,1.5 TDI Highline AT,2016,"86,000 kms",Diesel,First Owner,Ahmedabad,7.5 Lakh*
664,Hyundai,i20,2015-2017 Asta 1.4 CRDi,2017,"47,000 kms",Diesel,First Owner,Ahmedabad,6.75 Lakh*
665,Ford,Ecosport,1.5 DV5 MT Titanium,2014,"68,000 kms",Diesel,First Owner,Ahmedabad,5.25 Lakh*
666,Maruti,Celerio,ZXI,2017,"74,000 kms",Petrol,First Owner,Ahmedabad,3.7 Lakh*
667,Hyundai,i20,Diesel Sportz,2018,"16,951 kms",Diesel,First Owner,Ahmedabad,7 Lakh*
668,Maruti,Celerio,VXI,2014,"5,30,00 kms",Petrol,First Owner,Ahmedabad,3.5 Lakh*
669,Honda,Amaze,VX i-DTEC,2013,"74,000 kms",Diesel,First Owner,Ahmedabad,4.25 Lakh*
670,Toyota,Etios,Liva GD,2013,"38,000 kms",Diesel,First Owner,Ahmedabad,4.25 Lakh*
671,Hyundai,Verna,VTVT 1.6 AT SX Plus,2019,"11,900 kms",Petrol,First Owner,Ahmedabad,11.35 Lakh*
672,Jeep,Compass,2.0 Limited Option 4X4 Black,2018,"53,000 kms",Diesel,First Owner,Ahmedabad,14.9 Lakh*
673,Maruti,Swift,Dzire LDi,2008,"90,000 kms",Diesel,Second Owner,Ahmedabad,2.2 Lakh*
674,Maruti,Alto,LXi,2012,"66,000 kms",Petrol,First Owner,Ahmedabad,2.1 Lakh*
675,Mahindra,Marazzo,M2 8Str BSIV,2018,"1,10,000 kms",Diesel,First Owner,Ahmedabad,8 Lakh*
676,Maruti,Swift,VDI,2013,"80,000 kms",Diesel,First Owner,Ahmedabad,3.6 Lakh*
677,Ford,EcoSport,1.5 TDCi Titanium BSIV,2016,"1,10,000 kms",Diesel,First Owner,Ahmedabad,5.25 Lakh*
678,Honda,City,i DTEC VX,2015,"1,75,000 kms",Diesel,First Owner,Ahmedabad,6.25 Lakh*
