,Brand,Model,Variant,Manufacturing_year,Driven_kilometers,Fuel,number_of_owners,location,Price
223,Toyota,Innova,2.5 V Diesel 8-seater,2009,"1,20,000 kms",Diesel,Second Owner,Ahmedabad,3.95 Lakh*
224,Ford,Aspire,1.2 Ti-VCT Ambiente,2018,"41,200 kms",Petrol,First Owner,Ahmedabad,6 Lakh*
225,Mahindra,Xylo,D4,2017,"83,000 kms",Diesel,First Owner,Ahmedabad,5.5 Lakh*
226,Maruti,Ciaz,RS ZDi Plus SHVS,2016,"30,000 kms",Diesel,First Owner,Ahmedabad,8.5 Lakh*
227,Ford,Figo,Diesel EXI,2012,"56,000 kms",Diesel,First Owner,Ahmedabad,2.75 Lakh*
228,Renault,Duster,85PS Diesel RxL Optional,2014,"86,000 kms",Diesel,Second Owner,Ahmedabad,3.9 Lakh*
229,Maruti,Ciaz,Alpha Diesel,2019,"28,850 kms",Diesel,First Owner,Ahmedabad,9.5 Lakh*
230,Hyundai,i20,Active 1.4 S,2015,"48,250 kms",Diesel,First Owner,Ahmedabad,6.4 Lakh*
231,Maruti,Ciaz,Alpha Diesel,2019,"39,680 kms",Diesel,First Owner,Ahmedabad,9.25 Lakh*
232,Maruti,Wagon,R LXI,2014,"48,000 kms",Petrol,First Owner,Ahmedabad,3.21 Lakh*
233,Honda,Jazz,VX CVT,2019,"11,000 kms",Petrol,First Owner,Ahmedabad,8.5 Lakh*
234,Mahindra,XUV500,W6 2WD,2015,"65,394 kms",Diesel,First Owner,Ahmedabad,6.25 Lakh*
235,Maruti,Wagon,R VXI 1.2 BSIV,2009,"74,000 kms",Petrol,First Owner,Ahmedabad,1.99 Lakh*
236,Maruti,Eeco,5 STR With AC Plus HTR CNG,2013,"70,000 kms",CNG,First Owner,Ahmedabad,3.25 Lakh*
237,Mahindra,XUV300,W8 Diesel Sunroof,2019,"58,000 kms",Diesel,First Owner,Ahmedabad,9.9 Lakh*
238,Skoda,Octavia,Elegance 2.0 TDI AT,2015,"61,000 kms",Diesel,First Owner,Ahmedabad,10.9 Lakh*
239,Ford,EcoSport,1.5 Diesel Trend Plus BSIV,2017,"58,000 kms",Diesel,First Owner,Ahmedabad,6.31 Lakh*
240,Hyundai,i20,1.2 Era,2017,"70,000 kms",Petrol,First Owner,Ahmedabad,6 Lakh*
241,Hyundai,Grand,i10 1.2 Kappa Sportz AT,2019,"30,000 kms",Petrol,First Owner,Ahmedabad,6.5 Lakh*
242,Mahindra,XUV300,W6,2020,"13,000 kms",Petrol,First Owner,Ahmedabad,8.9 Lakh*
243,Hyundai,Grand,i10 Nios Asta,2020,"16,300 kms",Petrol,First Owner,Ahmedabad,7.15 Lakh*
244,Fiat,Grande,Punto EVO 1.3 Active,2014,"47,000 kms",Diesel,First Owner,Ahmedabad,2.9 Lakh*
245,Hyundai,i20,1.2 Spotz,2018,"42,000 kms",Petrol,First Owner,Ahmedabad,5.5 Lakh*
246,Maruti,Swift,Dzire VDi,2010,"68,000 kms",Diesel,Second Owner,Ahmedabad,2.7 Lakh*
247,Honda,Amaze,S AT i-Vtech,2014,"63,254 kms",Petrol,First Owner,Ahmedabad,4.75 Lakh*
248,Skoda,Rapid,1.6 TDI Ambition,2013,"65,000 kms",Diesel,First Owner,Ahmedabad,4.8 Lakh*
249,Maruti,Ertiga,VXI,2019,"47,000 kms",Petrol,First Owner,Ahmedabad,8.95 Lakh*
250,Renault,Duster,85PS Diesel RxE,2013,"63,000 kms",Diesel,Second Owner,Ahmedabad,4 Lakh*
251,Ford,Ecosport,1.5 DV5 MT Trend,2013,"63,400 kms",Diesel,First Owner,Ahmedabad,4.75 Lakh*
252,Maruti,Baleno,Delta,2017,"34,669 Kms",Petrol,1st Owner,Ahmedabad,"₹ 5,15,000"
253,Tata,Nano,Lx BSIV,2013,"70,000 kms",Petrol,Third Owner,Ahmedabad,"60,000*"
254,Tata,Indica,GLS BS IV,2007,"80,000 kms",Petrol,Second Owner,Ahmedabad,"55,000*"
255,Chevrolet,Beat,LT,2010,"120,000 kms",Petrol,First Owner,Ahmedabad,"90,000*"
256,Maruti,Alto,STD,2007,"1,45,000 kms",Petrol,First Owner,Ahmedabad,"65,000*"
257,Hyundai,i10,Era 1.1 iTech SE,2011,"87,000 kms",Petrol,Second Owner,Ahmedabad,2 Lakh*
258,Land,Rover,Freelander 2 TD4 SE,2011,"1,11,000 kms",Diesel,Second Owner,Ahmedabad,12.5 Lakh*
259,Toyota,Fortuner,2016-2021 2.8 4WD AT,2017,"74,523 kms",Diesel,First Owner,Ahmedabad,27.49 Lakh*
260,Maruti,Swift,VXI Optional,2016,"70,000 kms",Petrol,First Owner,Ahmedabad,5.5 Lakh*
261,Maruti,Eeco,5 Seater AC BSIV,2020,"3,000 kms",Petrol,First Owner,Ahmedabad,4.2 Lakh*
262,Toyota,Fortuner,2016-2021 2.8 2WD AT BSIV,2017,"74,000 kms",Diesel,First Owner,Ahmedabad,27.51 Lakh*
263,Mahindra,XUV500,W6 2WD,2012,"67,000 kms",Diesel,First Owner,Ahmedabad,5.95 Lakh*
264,Ford,Aspire,1.5 TDCi Trend,2015,"35,000 kms",Diesel,First Owner,Ahmedabad,4 Lakh*
265,Tata,Indigo,LX (TDI) BS-III,2015,"59,000 kms",Diesel,First Owner,Ahmedabad,2.51 Lakh*
266,Chevrolet,Cruze,LTZ AT,2010,"1,75,000 kms",Diesel,First Owner,Ahmedabad,2.5 Lakh*
267,Land,Rover,Range Rover Evoque 2.0 R-Dynamic SE diesel 2020-2021,2021,"11,000 kms",Diesel,First Owner,Ahmedabad,67 Lakh*
268,Hyundai,Creta,1.4 E Plus,2019,"18,000 kms",Diesel,First Owner,Ahmedabad,10.75 Lakh*
269,Maruti,Alto,LXi,2010,"45,000 kms",Petrol,First Owner,Ahmedabad,1.75 Lakh*
270,Maruti,Ertiga,SHVS VDI,2017,"54,500 kms",Diesel,First Owner,Ahmedabad,7.9 Lakh*
271,Hyundai,i10,Era,2011,"76,352 kms",Petrol,First Owner,Ahmedabad,2.75 Lakh*
272,Ford,Ikon,1.4 TDCi DuraTorq,2009,"70,000 kms",Diesel,Second Owner,Ahmedabad,1.35 Lakh*
273,Hyundai,Verna,CRDi 1.6 EX,2018,"35,000 kms",Diesel,First Owner,Ahmedabad,9 Lakh*
274,Nissan,Micra,Diesel XV,2011,"67,000 kms",Diesel,Second Owner,Ahmedabad,2.5 Lakh*
275,Volkswagen,Polo,Diesel Comfortline 1.2L,2012,"70,000 kms",Diesel,Second Owner,Ahmedabad,2.75 Lakh*
276,Maruti,Swift,Dzire VXI 1.2,2018,"62,354 kms",Petrol,First Owner,Ahmedabad,6.11 Lakh*
277,Hyundai,i20,Petrol CVT Asta,2018,"33,000 kms",Petrol,First Owner,Ahmedabad,7.75 Lakh*
278,Skoda,Kodiaq,2.0 TDI Style,2018,"50,000 kms",Diesel,First Owner,Ahmedabad,30.5 Lakh*
279,Toyota,Innova,Crysta 2016-2020 2.4 ZX AT,2017,"96,000 kms",Diesel,First Owner,Ahmedabad,18.5 Lakh*
280,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV,2015,"60,000 kms",Diesel,First Owner,Ahmedabad,5.9 Lakh*
281,Skoda,Rapid,1.5 TDI Active BSIV,2018,"35,830 kms",Diesel,First Owner,Ahmedabad,8.9 Lakh*
282,Mahindra,Marazzo,M6 8Str,2018,"19,950 kms",Diesel,First Owner,Ahmedabad,10.5 Lakh*
283,Maruti,Ertiga,ZDI Plus,2015,"68,000 kms",Diesel,Second Owner,Ahmedabad,6 Lakh*
284,Maruti,Ciaz,1.3 Sigma,2017,"73,000 kms",Diesel,First Owner,Ahmedabad,6.5 Lakh*
285,BMW,5,Series 520d Luxury Line,2019,"9,439 kms",Diesel,First Owner,Ahmedabad,53 Lakh*
286,Hyundai,Grand,i10 Magna,2019,"27,000 kms",Petrol,First Owner,Ahmedabad,5.5 Lakh*
287,Hyundai,Santro,Sportz BSIV,2019,"17,000 kms",Petrol,First Owner,Ahmedabad,5.11 Lakh*
288,Hyundai,Sonata,2.4 GDi AT,2012,"60,000 kms",Petrol,Third Owner,Ahmedabad,5.5 Lakh*
289,Porsche,Cayenne,S Diesel,2018,"72,000 kms",Diesel,First Owner,Ahmedabad,59 Lakh*
290,Mahindra,Marazzo,M2 BSIV,2019,"42,000 kms",Diesel,First Owner,Ahmedabad,8.9 Lakh*
291,Fiat,Grande,Punto Active (Diesel),2010,"85,000 kms",Diesel,Second Owner,Ahmedabad,1.9 Lakh*
292,Honda,Brio,S MT,2013,"34,001 kms",Petrol,First Owner,Ahmedabad,3.65 Lakh*
293,Volkswagen,Vento,1.5 TDI Highline,2014,"5,65,000 kms",Diesel,First Owner,Ahmedabad,5.75 Lakh*
294,Maruti,Swift,VDI,2015,"54,419 Kms",Diesel,1st Owner,Ahmedabad,"₹ 4,72,500"
295,Maruti,Ciaz,1.3 Delta,2017,"70,000 kms",Diesel,First Owner,Ahmedabad,6.75 Lakh*
296,Toyota,Fortuner,3.0 Diesel,2010,"65,000 kms",Diesel,Second Owner,Ahmedabad,8.9 Lakh*
297,Audi,Q7,2006-2020 45 TDI Quattro Premium Plus,2016,"27,000 kms",Diesel,First Owner,Ahmedabad,52 Lakh*
298,Hyundai,EON,D Lite Plus,2015,"35,400 kms",Petrol,First Owner,Ahmedabad,2.75 Lakh*
299,Maruti,Swift,VDI,2012,"1,57,000 kms",Diesel,First Owner,Ahmedabad,2.85 Lakh*
300,Nissan,Micra,XV CVT,2014,"77,000 kms",Petrol,Second Owner,Ahmedabad,3.5 Lakh*
301,Renault,Duster,85PS Diesel RxL Option,2013,"1,00,000 kms",Diesel,Second Owner,Ahmedabad,4.5 Lakh*
302,Renault,Scala,Diesel RxL,2013,"1,10,000 kms",Diesel,First Owner,Ahmedabad,3 Lakh*
303,Hyundai,Verna,1.6 CRDi S Option,2015,"1,20,000 kms",Diesel,First Owner,Ahmedabad,5.51 Lakh*
304,Mahindra,XUV500,W8 2WD,2012,"1,05,000 kms",Diesel,First Owner,Ahmedabad,5.9 Lakh*
305,BMW,X3,xDrive 20d Luxury Line,2019,"31,794 kms",Diesel,First Owner,Ahmedabad,55 Lakh*
306,Ford,Figo,Diesel Titanium,2014,"55,412 kms",Diesel,First Owner,Ahmedabad,3.41 Lakh*
307,Mitsubishi,Outlander,Chrome,2011,"90,000 kms",Petrol,Second Owner,Ahmedabad,5.3 Lakh*
308,Audi,Q5,2.0 TDI,2011,"80,000 kms",Diesel,First Owner,Ahmedabad,14 Lakh*
309,Hyundai,Grand,CRDi Magna,2015,"71,197 Kms",Diesel,1st Owner,Ahmedabad,"₹ 3,63,000"
310,Maruti,Ciaz,VDi Plus SHVS,2016,"60,000 kms",Diesel,First Owner,Ahmedabad,6.5 Lakh*
311,Maruti,Omni,CNG,2010,"1,00,000 kms",CNG,Second Owner,Ahmedabad,1.11 Lakh*
312,Toyota,Innova,2.5 G4 Diesel 8-seater,2010,"65,000 kms",Diesel,First Owner,Ahmedabad,4.75 Lakh*
313,Toyota,Innova,2.5 V Diesel 8-seater,2008,"1,49,000 kms",Diesel,Fourth & Above Owner,Ahmedabad,3.25 Lakh*
314,Maruti,Alto,K10 LXI,2011,"55,000 kms",Petrol,First Owner,Ahmedabad,1.9 Lakh*
315,Hyundai,Grand,i10 Magna,2019,"27,000 kms",Petrol,First Owner,Ahmedabad,5.5 Lakh*
316,Chevrolet,Cruze,LTZ AT,2010,"1,75,000 kms",Diesel,First Owner,Ahmedabad,2.5 Lakh*
317,Hyundai,EON,D Lite Plus,2015,"35,400 kms",Petrol,First Owner,Ahmedabad,2.75 Lakh*
318,Volkswagen,Polo,Diesel Comfortline 1.2L,2010,"67,000 kms",Diesel,Second Owner,Ahmedabad,2.41 Lakh*
319,Hyundai,Verna,1.6 CRDi SX,2015,"62,000 kms",Diesel,First Owner,Ahmedabad,5.25 Lakh*
320,Hyundai,Grand,i10 Asta Option AT,2016,"31,000 kms",Petrol,First Owner,Ahmedabad,5.51 Lakh*
321,Toyota,Etios,GD,2015,"1,03,000 kms",Diesel,Second Owner,Ahmedabad,3.5 Lakh*
322,Kia,Seltos,GTX Plus,2019,"6,000 kms",Petrol,First Owner,Ahmedabad,16.95 Lakh*
323,Audi,Q5,2.0 TDI,2011,"80,000 kms",Diesel,First Owner,Ahmedabad,14 Lakh*
324,Hyundai,i20,1.2 Era,2017,"70,000 kms",Petrol,First Owner,Ahmedabad,6 Lakh*
325,Mahindra,XUV500,W9 BSIV,2018,"12,200 kms",Diesel,First Owner,Ahmedabad,14.35 Lakh*
326,Volkswagen,Polo,2015-2019 1.5 TDI Highline Plus,2016,"89,000 kms",Diesel,First Owner,Ahmedabad,4.8 Lakh*
327,Nissan,Micra,Diesel XV Premium,2013,"52,150 kms",Diesel,First Owner,Ahmedabad,3.25 Lakh*
328,BMW,5,Series 520d Luxury Line,2017,"55,000 kms",Diesel,First Owner,Ahmedabad,38.5 Lakh*
329,Mercedes-Benz,A-Class,A200 CDI Sport,2017,"30,000 kms",Diesel,Second Owner,Ahmedabad,15.5 Lakh*
330,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2015,"55,000 kms",Diesel,First Owner,Ahmedabad,10.5 Lakh*
331,Chevrolet,Spark,1.0 LS,2012,"20,000 kms",Petrol,Second Owner,Ahmedabad,1.5 Lakh*
332,Mercedes-Benz,GLA,Class 220 d 4MATIC,2018,"62,001 kms",Diesel,First Owner,Ahmedabad,26.5 Lakh*
333,Maruti,SX4,S Cross DDiS 320 Delta,2015,"60,428 kms",Diesel,First Owner,Ahmedabad,6.5 Lakh*
334,Maruti,Wagon,R LXI Optional,2010,"78,000 kms",Petrol,Second Owner,Ahmedabad,2.35 Lakh*
335,Hyundai,EON,Magna Plus,2014,"74,637 Kms",Petrol,1st Owner,Ahmedabad,"₹ 2,27,500"
336,Volkswagen,Polo,2015-2019 1.5 TDI Highline Plus,2016,"58,000 kms",Diesel,First Owner,Ahmedabad,4.9 Lakh*
337,Hyundai,Grand,i10 Magna Petrol BSIV,2018,"36,000 kms",Petrol,First Owner,Ahmedabad,5.15 Lakh*
338,Ford,Fiesta,1.4 TDCi EXI,2006,"58,000 kms",Diesel,First Owner,Ahmedabad,1.25 Lakh*
339,Audi,A4,35 TDI Premium Sport,2015,"34,000 kms",Diesel,Second Owner,Ahmedabad,16.5 Lakh*
340,Volkswagen,Vento,Diesel Highline,2012,"66,000 kms",Diesel,Third Owner,Ahmedabad,2.5 Lakh*
341,Toyota,Fortuner,2016-2021 2.8 2WD MT,2020,"27,000 kms",Diesel,First Owner,Ahmedabad,33.5 Lakh*
342,Maruti,Wagon,R LXI CNG,2011,"76,000 kms",CNG,First Owner,Ahmedabad,2.41 Lakh*
343,Hyundai,i10,Magna 1.2,2010,"1,10,000 kms",Petrol,Fourth & Above Owner,Ahmedabad,1.6 Lakh*
344,Skoda,Kodiaq,2.0 TDI Style,2018,"41,000 kms",Diesel,First Owner,Ahmedabad,31 Lakh*
345,Volkswagen,Jetta,2.0L TDI Comfortline,2012,"87,000 kms",Diesel,Second Owner,Ahmedabad,4.25 Lakh*
346,Hyundai,Verna,1.6 CRDi SX,2016,"58,000 kms",Diesel,First Owner,Ahmedabad,6.51 Lakh*
347,Hyundai,Santa,Fe 4X2,2011,"56,000 kms",Diesel,First Owner,Ahmedabad,7 Lakh*
348,Chevrolet,Spark,1.0 PS LPG,2010,"60,000 kms",LPG,First Owner,Ahmedabad,1 Lakh*
349,Hyundai,i20,Sportz 1.4 CRDi,2012,"55,000 kms",Diesel,First Owner,Ahmedabad,3.4 Lakh*
350,Ford,Endeavour,3.2 Titanium AT 4X4,2019,"39,000 kms",Diesel,First Owner,Ahmedabad,34.5 Lakh*
351,Hyundai,Creta,SX Opt Turbo,2020,"5,000 kms",Petrol,First Owner,Ahmedabad,17.75 Lakh*
352,Toyota,Innova,Crysta 2016-2020 2.8 GX AT BSIV,2019,"14,001 kms",Diesel,First Owner,Ahmedabad,18.9 Lakh*
353,Renault,KWID,RXT Optional,2019,"20,000 kms",Petrol,First Owner,Ahmedabad,3.8 Lakh*
354,Datsun,GO,T BSIV,2016,"33,000 kms",Petrol,First Owner,Ahmedabad,3.15 Lakh*
355,Hyundai,i10,Magna 1.1L,2014,"37,000 kms",Petrol,First Owner,Ahmedabad,3.5 Lakh*
356,Maruti,Swift,Dzire VXi,2010,"64,000 kms",Petrol,First Owner,Ahmedabad,1.85 Lakh*
357,Maruti,Vitara,Brezza LDi,2017,"53,000 kms",Diesel,First Owner,Ahmedabad,6.85 Lakh*
358,Datsun,GO,Plus T Option Petrol,2019,"40,000 kms",Petrol,First Owner,Ahmedabad,4.25 Lakh*
359,Nissan,Terrano,XL Plus 85 PS,2014,"64,100 kms",Diesel,First Owner,Ahmedabad,5.25 Lakh*
360,Audi,A4,New 2.0 TDI Multitronic,2009,"1,49,000 kms",Diesel,Second Owner,Ahmedabad,4.9 Lakh*
361,Hyundai,Creta,1.6 CRDi AT SX Plus,2016,"62,000 kms",Diesel,First Owner,Ahmedabad,10.5 Lakh*
362,Maruti,Swift,Dzire VDI Optional,2017,"83,000 kms",Diesel,First Owner,Ahmedabad,4.75 Lakh*
363,Hyundai,EON,Magna Plus,2017,"50,000 kms",Petrol,First Owner,Ahmedabad,3.1 Lakh*
364,Audi,A4,2.0 TDI 177 Bhp Premium Plus,2014,"74,000 kms",Diesel,First Owner,Ahmedabad,14.51 Lakh*
365,Mercedes-Benz,E-Class,E250 CDI Elegance,2011,"1,16,000 kms",Diesel,Second Owner,Ahmedabad,11 Lakh*
366,Hyundai,i20,Asta 1.4 CRDi,2013,"1,00,000 kms",Diesel,Fourth & Above Owner,Ahmedabad,3 Lakh*
367,BMW,5,Series 530d M Sport,2018,"22,000 kms",Diesel,First Owner,Ahmedabad,53 Lakh*
368,Honda,Civic,1.8 V AT Sunroof,2011,"80,000 kms",Petrol,Third Owner,Ahmedabad,3.15 Lakh*
369,Maruti,S-Presso,VXI,2019,"24,230 Kms",Petrol,1st Owner,Ahmedabad,"₹ 4,15,500"
370,Toyota,Platinum,Etios 1.4 GD,2018,"48,000 kms",Diesel,First Owner,Ahmedabad,6.5 Lakh*
371,Volkswagen,Polo,1.5 TDI Highline,2014,"65,305 kms",Diesel,First Owner,Ahmedabad,4.5 Lakh*
372,Ford,EcoSport,S Diesel BSIV,2019,"6,000 kms",Diesel,First Owner,Ahmedabad,11 Lakh*
373,Mahindra,XUV500,R W10 FWD,2015,"86,000 kms",Diesel,Second Owner,Ahmedabad,8.51 Lakh*
374,Maruti,Alto,800 CNG LXI,2018,"62,000 kms",CNG,First Owner,Ahmedabad,3.7 Lakh*
375,Hyundai,i20,2015-2017 Sportz 1.4 CRDi,2014,"58,000 kms",Diesel,First Owner,Ahmedabad,4.5 Lakh*
376,Ford,Endeavour,3.2 Titanium AT 4X4,2016,"63,000 kms",Diesel,First Owner,Ahmedabad,24.5 Lakh*
377,BMW,3,Series 320d Luxury Line,2017,"68,000 kms",Diesel,First Owner,Ahmedabad,27 Lakh*
378,Hyundai,Grand,i10 CRDi SportZ Edition,2014,"65,000 kms",Diesel,First Owner,Ahmedabad,4.25 Lakh*
379,Mahindra,XUV500,W10 2WD,2015,"69,000 kms",Diesel,First Owner,Ahmedabad,9.5 Lakh*
380,Nissan,Micra,XV CVT,2014,"35,000 kms",Petrol,First Owner,Ahmedabad,3.81 Lakh*
381,Hyundai,Creta,1.6 CRDi SX Option,2016,"82,000 kms",Diesel,First Owner,Ahmedabad,9.45 Lakh*
382,Toyota,Innova,Crysta 2016-2020 2.8 GX AT 8S BSIV,2018,"58,788 kms",Diesel,First Owner,Ahmedabad,17.75 Lakh*
383,Datsun,RediGO,T Option,2017,"14,200 kms",Petrol,First Owner,Ahmedabad,2.71 Lakh*
384,Toyota,Fortuner,2016-2021 2.8 4WD AT BSIV,2019,"9,000 kms",Diesel,First Owner,Ahmedabad,35.9 Lakh*
385,Hyundai,Grand,i10 Nios Sportz,2019,"5,000 kms",Petrol,First Owner,Ahmedabad,6 Lakh*
386,Honda,City,1.5 GXI,2004,"90,000 kms",Petrol,Third Owner,Ahmedabad,"90,000*"
387,Hyundai,i20,1.2 Asta,2018,"17,926 kms",Petrol,First Owner,Ahmedabad,6.57 Lakh*
388,Hyundai,i10,Magna,2014,"52,000 kms",Petrol,First Owner,Ahmedabad,3.3 Lakh*
389,Maruti,Alto,800 VXI,2017,"27,000 kms",Petrol,First Owner,Ahmedabad,2.9 Lakh*
390,Volkswagen,Polo,2015-2019 1.0 MPI Highline Plus,2019,"43,000 kms",Petrol,First Owner,Ahmedabad,6 Lakh*
391,Volkswagen,Polo,Diesel Comfortline 1.2L,2012,"80,000 kms",Diesel,Second Owner,Ahmedabad,2.3 Lakh*
392,Hyundai,EON,D Lite Plus,2014,"50,000 kms",Petrol,First Owner,Ahmedabad,2.6 Lakh*
393,Volkswagen,Polo,1.2 MPI Highline,2014,"30,000 kms",Petrol,First Owner,Ahmedabad,4.2 Lakh*
394,Nissan,X-Trail,SLX AT,2011,"1,60,001 kms",Diesel,Second Owner,Ahmedabad,3.5 Lakh*
395,Maruti,A,Star Vxi,2013,"50,000 kms",Petrol,First Owner,Ahmedabad,2.6 Lakh*
396,Maruti,Ertiga,SHVS VDI,2016,"69,000 kms",Diesel,First Owner,Ahmedabad,6.91 Lakh*
397,Maruti,Wagon,R VXI,2015,"65,000 kms",Petrol,First Owner,Ahmedabad,3.51 Lakh*
398,Honda,City,i DTEC SV,2014,"51,000 kms",Diesel,First Owner,Ahmedabad,5.4 Lakh*
399,Honda,WR-V,i-DTEC VX,2018,"76,000 kms",Diesel,First Owner,Ahmedabad,8.4 Lakh*
400,Honda,Amaze,S i-Dtech,2013,"64,600 kms",Diesel,First Owner,Ahmedabad,4 Lakh*
401,Maruti,Alto,LXI,2014,"79,386 Kms",Petrol,2nd Owner,Ahmedabad,"₹ 2,10,000"
402,Mahindra,XUV500,W8 2WD,2012,"1,84,700 kms",Diesel,First Owner,Ahmedabad,4 Lakh*
403,Maruti,Wagon,R LXI BSIII,2009,"51,000 kms",Petrol,First Owner,Ahmedabad,1.99 Lakh*
404,Maruti,Alto,800 LXI,2012,"1,10,000 kms",Petrol,Third Owner,Ahmedabad,1.25 Lakh*
405,Volvo,S60,D4 SUMMUM,2015,"51,000 kms",Diesel,First Owner,Ahmedabad,17 Lakh*
406,Tata,Tiago,1.2 Revotron XT,2019,"72,000 kms",Petrol,First Owner,Ahmedabad,4.9 Lakh*
407,BMW,5,Series 530d M Sport,2018,"13,977 kms",Diesel,First Owner,Ahmedabad,52 Lakh*
408,BMW,5,Series 520d Luxury Line,2017,"55,000 kms",Diesel,First Owner,Ahmedabad,38.5 Lakh*
409,Maruti,Swift,VDI,2012,"80,084 Kms",Diesel,1st Owner,Ahmedabad,"₹ 3,40,000"
410,BMW,5,Series 530d Touring,2010,"74,000 kms",Diesel,Third Owner,Ahmedabad,6.5 Lakh*
411,Maruti,Ertiga,VDI,2014,"1,20,000 kms",Diesel,First Owner,Ahmedabad,4.5 Lakh*
412,Maruti,Baleno,Alpha 1.2,2017,"50,000 kms",Petrol,First Owner,Ahmedabad,6.6 Lakh*
413,Maruti,Vitara,Brezza VDi,2017,"25,000 kms",Diesel,First Owner,Ahmedabad,7.9 Lakh*
414,Honda,WR-V,i-DTEC VX,2019,"46,000 kms",Diesel,First Owner,Ahmedabad,8.75 Lakh*
415,Volkswagen,Vento,IPL II Diesel Trendline,2012,"68,000 kms",Diesel,Second Owner,Ahmedabad,2.75 Lakh*
416,Toyota,Innova,2.5 VX (Diesel) 8 Seater,2013,"94,754 Kms",Diesel,2nd Owner,Ahmedabad,"₹ 7,04,500"
417,Hyundai,Creta,1.6 CRDi SX,2016,"67,000 kms",Diesel,First Owner,Ahmedabad,8.4 Lakh*
418,Honda,WR-V,i-VTEC S,2017,"41,000 kms",Petrol,First Owner,Ahmedabad,7 Lakh*
419,Tata,Indigo,LS TDI BSIII,2016,"2,62,000 kms",Diesel,First Owner,Ahmedabad,1.5 Lakh*
420,Maruti,SX4,Vxi BSIII,2007,"40,000 kms",Petrol,First Owner,Ahmedabad,6.21 Lakh*
421,Maruti,Eeco,CNG 5 Seater AC BSIV,2016,"3,50,000 kms",CNG,First Owner,Ahmedabad,3.4 Lakh*
422,Maruti,Swift,VXI,2019,"21,060 Kms",Petrol,1st Owner,Ahmedabad,"₹ 6,14,000"
423,Maruti,Eeco,5 Seater AC BSIV,2019,"14,161 Kms",Petrol,1st Owner,Ahmedabad,"₹ 4,48,500"
424,Hyundai,i20,Magna,2010,"66,000 kms",Petrol,First Owner,Ahmedabad,2.95 Lakh*
425,Maruti,Ritz,VXi,2014,"60,000 kms",Petrol,First Owner,Ahmedabad,3.65 Lakh*
426,Maruti,Swift,VXI Optional,2016,"45,090 Kms",Petrol,2nd Owner,Ahmedabad,"₹ 4,93,500"
427,Honda,Brio,S MT,2016,"40,000 kms",Petrol,First Owner,Ahmedabad,3.6 Lakh*
428,Hyundai,EON,Era,2012,"80,000 kms",Petrol,Second Owner,Ahmedabad,2.1 Lakh*
429,Volkswagen,Polo,Diesel Comfortline 1.2L,2013,"70,000 kms",Diesel,Third Owner,Ahmedabad,3 Lakh*
430,Tata,Indica,Vista Quadrajet Anniversary Edition,2009,"1,00,000 kms",Diesel,Second Owner,Ahmedabad,1.5 Lakh*
431,BMW,3,Series 320d Luxury Line,2015,"44,000 kms",Diesel,Second Owner,Ahmedabad,22 Lakh*
432,Maruti,Swift,VXI,2018,"48,000 kms",Petrol,First Owner,Ahmedabad,5.9 Lakh*
433,Maruti,Omni,8 Seater BSII,2000,"60,000 kms",Petrol,First Owner,Ahmedabad,"50,000*"
434,Maruti,Wagon,R LXI Minor,2009,"40,000 kms",Petrol,First Owner,Ahmedabad,1.6 Lakh*
435,Hyundai,Santro,Xing GLS,2010,"60,000 kms",Petrol,First Owner,Ahmedabad,2 Lakh*
436,Volkswagen,Vento,Diesel Trendline,2012,"1,10,000 kms",Diesel,Second Owner,Ahmedabad,2.2 Lakh*
437,Hyundai,Creta,1.6 CRDi AT SX Plus,2016,"70,000 kms",Diesel,First Owner,Ahmedabad,14 Lakh*
438,Mahindra,Marazzo,M2 8Str BSIV,2019,"80,000 kms",Diesel,First Owner,Ahmedabad,8.5 Lakh*
439,Hyundai,Accent,Executive CNG,2010,"70,000 kms",CNG,Third Owner,Ahmedabad,1.4 Lakh*
440,Maruti,Swift,VDI,2012,"76,000 kms",Diesel,Third Owner,Ahmedabad,3 Lakh*
441,Mahindra,Scorpio,S11,2018,"60,000 kms",Diesel,First Owner,Ahmedabad,14.5 Lakh*
442,Honda,Mobilio,S i DTEC,2015,"55,368 kms",Diesel,First Owner,Ahmedabad,5.49 Lakh*
443,Tata,Indica,GLS BS IV,2010,"90,000 kms",Petrol,First Owner,Ahmedabad,"70,000*"
444,Hyundai,Verna,1.6 CRDi S,2016,"1,20,000 kms",Diesel,First Owner,Ahmedabad,7 Lakh*
445,Volkswagen,Vento,1.5 TDI Highline,2017,"62,900 kms",Diesel,First Owner,Ahmedabad,8.2 Lakh*
446,Audi,A4,2.0 TDI 177 Bhp Technology Edition,2014,"45,000 kms",Diesel,First Owner,Ahmedabad,15.75 Lakh*
447,Maruti,Swift,Dzire LXI Optional-O,2015,"50,000 kms",Petrol,First Owner,Ahmedabad,3.85 Lakh*
448,Mahindra,Scorpio,S3 9 Seater BSIV,2019,"20,000 kms",Diesel,First Owner,Ahmedabad,10 Lakh*
449,Hyundai,Verna,VTVT 1.6 SX,2019,"35,000 kms",Petrol,First Owner,Ahmedabad,9 Lakh*
