,Brand,Model,Variant,Manufacturing_year,Driven_kilometers,Fuel,number_of_owners,location,Price
976,Skoda,Kodiaq,2.0 TDI Style,2018,"60,000 kms",Diesel,First Owner,chennai,28.9 Lakh*
977,Toyota,Corolla,Altis 1.8 VL AT,2010,"1,00,000 kms",Petrol,First Owner,chennai,4.6 Lakh*
978,Maruti,Celerio,X AMT VXI BSIV,2018,"22,418 kms",Petrol,First Owner,chennai,4.75 Lakh*
979,Hyundai,Grand,i10 Magna AT,2016,"49,000 kms",Petrol,First Owner,chennai,4.9 Lakh*
980,Honda,City,1.5 V MT,2011,"88,000 kms",Petrol,Second Owner,chennai,4.25 Lakh*
981,Tata,Tiago,1.2 Revotron XT,2018,"39,000 kms",Petrol,First Owner,chennai,5.15 Lakh*
982,Hyundai,i20,2015-2017 Sportz 1.2,2014,"60,000 kms",Petrol,First Owner,chennai,4.95 Lakh*
983,Hyundai,Santro,Xing GLS,2009,"1,00,000 kms",Petrol,First Owner,chennai,1.5 Lakh*
984,Maruti,Wagon,R VXI,2019,"25,708 kms",Petrol,First Owner,chennai,4.6 Lakh*
985,Maruti,Swift,VXI Optional,2017,"45,000 kms",Petrol,First Owner,chennai,6.2 Lakh*
986,Mercedes-Benz,B-Class,B200 CDI,2017,"34,000 kms",Diesel,First Owner,chennai,20.25 Lakh*
987,Nissan,Micra,Active XL Petrol,2016,"57,000 kms",Petrol,First Owner,chennai,3.75 Lakh*
988,Toyota,Fortuner,4x4 MT,2016,"75,000 kms",Diesel,First Owner,chennai,21.5 Lakh*
989,Hyundai,Verna,i (Petrol),2007,"59,000 kms",Petrol,Third Owner,chennai,1.8 Lakh*
990,Maruti,Swift,ZXI,2017,"44,000 kms",Petrol,First Owner,chennai,6.25 Lakh*
991,Toyota,Innova,Crysta 2016-2020 2.4 ZX AT,2020,"2,500 kms",Diesel,First Owner,chennai,28 Lakh*
992,Maruti,Wagon,R LXI DUO,2009,"30,000 kms",LPG,First Owner,chennai,2.5 Lakh*
993,Skoda,Fabia,1.2L Diesel Classic,2011,"1,34,000 kms",Diesel,First Owner,chennai,2.25 Lakh*
994,Hyundai,EON,D Lite Plus,2014,"21,000 kms",Petrol,First Owner,chennai,2.4 Lakh*
995,Ford,EcoSport,Sports Diesel,2020,"11,834 kms",Diesel,First Owner,chennai,12.75 Lakh*
996,Nissan,Sunny,XV D Premium Safety,2016,"42,250 kms",Diesel,First Owner,chennai,6.5 Lakh*
997,Maruti,Ertiga,LDI,2012,"88,011 kms",Diesel,First Owner,chennai,5.3 Lakh*
998,Honda,Amaze,S i-Vtech,2015,"70,000 kms",Petrol,First Owner,chennai,4.35 Lakh*
999,Hyundai,EON,Era Plus,2013,"70,000 kms",Petrol,Second Owner,chennai,2.4 Lakh*
1000,Tata,Tiago,1.2 Revotron XT,2018,"41,000 kms",Petrol,First Owner,chennai,4.95 Lakh*
1001,Hyundai,i20,Petrol Asta Option,2018,"47,000 kms",Petrol,First Owner,chennai,7.4 Lakh*
1002,Hyundai,i10,Magna,2010,"1,00,000 kms",Petrol,First Owner,chennai,2.25 Lakh*
1003,Hyundai,i10,Magna 1.2,2010,"45,507 kms",Petrol,First Owner,chennai,2.35 Lakh*
1004,Tata,Indica,DLX,2007,"35,000 kms",Diesel,First Owner,chennai,1.25 Lakh*
1005,Kia,Seltos,GTX DCT,2019,"24,000 kms",Petrol,First Owner,chennai,17.3 Lakh*
1006,Hyundai,i20,2012-2014 Asta 1.4 AT,2012,"80,000 kms",Petrol,Second Owner,chennai,3.5 Lakh*
1007,Hyundai,i10,Era,2008,"78,000 kms",Petrol,Second Owner,chennai,2.25 Lakh*
1008,Hyundai,EON,Era Plus,2014,"39,000 kms",Petrol,Second Owner,chennai,2.8 Lakh*
1009,Volkswagen,Polo,GT TSI,2016,"57,370 kms",Petrol,Second Owner,chennai,6.25 Lakh*
1010,BMW,3,Series 320d Luxury Line,2014,"1,00,000 kms",Diesel,Second Owner,chennai,16 Lakh*
1011,Hyundai,i20,Sportz AT 1.4,2013,"30,317 kms",Petrol,First Owner,chennai,4 Lakh*
1012,Volkswagen,Polo,2015-2019 1.5 TDI Highline,2014,"56,000 kms",Diesel,First Owner,chennai,5.4 Lakh*
1013,Toyota,Platinum,Etios 1.5 V,2018,"61,328 kms",Petrol,First Owner,chennai,6.2 Lakh*
1014,Mahindra,XUV500,W10 2WD,2015,"42,000 kms",Diesel,First Owner,chennai,11.8 Lakh*
1015,Hyundai,i20,2015-2017 Sportz 1.2,2012,"67,900 kms",Petrol,First Owner,chennai,2.8 Lakh*
1016,Honda,Jazz,1.2 V i VTEC,2018,"9,560 kms",Petrol,First Owner,chennai,7 Lakh*
1017,Maruti,Swift,VXi BSIV,2010,"56,700 kms",Petrol,First Owner,chennai,2.9 Lakh*
1018,Honda,Civic,1.8 V AT,2007,"26,000 kms",Petrol,Second Owner,chennai,4.25 Lakh*
1019,Mahindra,XUV500,AT W9 2WD,2019,"7,900 kms",Diesel,First Owner,chennai,16.99 Lakh*
1020,Chevrolet,Spark,1.0 LT,2007,"62,000 kms",Petrol,First Owner,chennai,1.2 Lakh*
1021,Honda,City,i DTec V,2016,"56,000 kms",Diesel,First Owner,chennai,7.85 Lakh*
1022,Mahindra,XUV500,W6 2WD,2012,"77,000 kms",Diesel,Third Owner,chennai,7.25 Lakh*
1023,Maruti,Swift,VXI Glory Limited Edition,2015,"1,10,000 kms",Petrol,First Owner,chennai,4.77 Lakh*
1024,Hyundai,Verna,1.6 SX,2011,"94,500 kms",Diesel,First Owner,chennai,4.4 Lakh*
1025,Ford,EcoSport,1.5 Petrol Titanium Plus AT,2018,"40,000 kms",Petrol,First Owner,chennai,8.9 Lakh*
1026,Maruti,Celerio,ZXI AMT Optional,2019,"22,000 kms",Petrol,First Owner,chennai,5.25 Lakh*
1027,Ford,Figo,1.5D Ambiente MT,2016,"60,000 kms",Diesel,First Owner,chennai,3.95 Lakh*
1028,Tata,Indica,Vista Quadrajet 90 VX,2012,"98,947 kms",Diesel,First Owner,chennai,2.1 Lakh*
1029,Chevrolet,Spark,1.0,2009,"47,372 kms",Petrol,Second Owner,chennai,1.3 Lakh*
1030,Toyota,Corolla,Altis G,2011,"69,775 kms",Petrol,Second Owner,chennai,4.8 Lakh*
1031,Maruti,Ertiga,VDI,2012,"1,15,000 kms",Diesel,First Owner,chennai,5.65 Lakh*
1032,Hyundai,Santa,Fe 4WD AT,2016,"99,000 kms",Diesel,First Owner,chennai,14.5 Lakh*
1033,Ford,Figo,Diesel ZXI,2013,"83,500 kms",Diesel,First Owner,chennai,2.75 Lakh*
1034,Volkswagen,Polo,GT TSI,2013,"44,000 kms",Petrol,First Owner,chennai,5.4 Lakh*
1035,MG,Hector,Sharp Diesel MT,2021,"4,500 kms",Diesel,First Owner,chennai,20.75 Lakh*
1036,Maruti,Swift,Vdi BSIII,2010,"86,000 kms",Diesel,First Owner,chennai,3.28 Lakh*
1037,Honda,Amaze,2016-2021 S Diesel,2013,"98,821 kms",Diesel,First Owner,chennai,3.5 Lakh*
1038,Hyundai,Santro,Xing XO,2006,"70,000 kms",Petrol,First Owner,chennai,1.53 Lakh*
1039,Mahindra,Xylo,H8 ABS with Airbags,2019,"50,000 kms",Diesel,First Owner,chennai,8 Lakh*
1040,Hyundai,i20,Sportz Plus BSIV,2018,"26,000 kms",Petrol,First Owner,chennai,6.9 Lakh*
1041,Renault,Duster,RXZ Turbo,2020,"2,000 kms",Petrol,Test Drive Car,chennai,12.23 Lakh*
1042,Maruti,Swift,ZXI,2014,"50,000 kms",Petrol,First Owner,chennai,5.25 Lakh*
1043,Maruti,SX4,S Cross DDiS 200 Zeta,2017,"40,000 kms",Diesel,First Owner,chennai,8 Lakh*
1044,Hyundai,Verna,1.6 SX,2013,"59,000 kms",Diesel,Second Owner,chennai,5.5 Lakh*
1045,Hyundai,i20,1.4 CRDi Magna,2011,"66,000 kms",Diesel,Second Owner,chennai,3.45 Lakh*
1046,Ford,EcoSport,1.5 Diesel Titanium,2015,"89,000 kms",Diesel,First Owner,chennai,5.99 Lakh*
1047,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2016,"74,000 kms",Diesel,First Owner,chennai,13.9 Lakh*
1048,Maruti,Baleno,Delta 1.2,2015,"30,000 kms",Petrol,First Owner,chennai,5.64 Lakh*
1049,Hyundai,i20,1.2 Spotz,2010,"64,325 kms",Petrol,First Owner,chennai,2.9 Lakh*
1050,Tata,Zest,Revotron 1.2T XM,2016,"45,000 kms",Petrol,First Owner,chennai,3.95 Lakh*
1051,Volkswagen,Vento,1.6 Highline,2015,"47,000 kms",Petrol,First Owner,chennai,6 Lakh*
1052,Hyundai,EON,Era Plus Option,2016,"41,671 kms",Petrol,First Owner,chennai,3.33 Lakh*
1053,Honda,Jazz,X,2012,"15,000 kms",Petrol,First Owner,chennai,4.5 Lakh*
1054,Honda,City,i VTEC V,2017,"41,000 kms",Petrol,First Owner,chennai,7.75 Lakh*
1055,Mercedes-Benz,E-Class,280 Elegance,2007,"82,000 kms",Petrol,Second Owner,chennai,3.75 Lakh*
1056,Fiat,Linea,Emotion (Diesel),2013,"68,100 kms",Diesel,Second Owner,chennai,3.75 Lakh*
1057,Mahindra,KUV100,NXT D75 K6 Plus,2016,"79,637 kms",Diesel,Second Owner,chennai,3.3 Lakh*
1058,Mitsubishi,Pajero,Sport 4X4,2014,"97,100 kms",Diesel,First Owner,chennai,13.85 Lakh*
1059,Skoda,Rapid,1.6 TDI Ambition Plus,2012,"99,500 kms",Diesel,First Owner,chennai,3.69 Lakh*
1060,Hyundai,i20,Sportz Plus BSIV,2018,"47,000 kms",Petrol,First Owner,chennai,6.25 Lakh*
1061,Volkswagen,Polo,2015-2019 1.0 MPI Comfortline,2019,"27,000 kms",Petrol,Second Owner,chennai,6.2 Lakh*
1062,Volkswagen,Polo,1.5 TDI Comfortline,2018,"20,000 kms",Diesel,First Owner,chennai,7.65 Lakh*
1063,Toyota,Corolla,H2,2004,"1,15,000 kms",Petrol,First Owner,chennai,2.25 Lakh*
1064,Maruti,Swift,ZDI BSIV,2017,"81,000 kms",Diesel,First Owner,chennai,6.25 Lakh*
1065,Maruti,Baleno,Delta 1.2,2018,"13,980 kms",Petrol,First Owner,chennai,6.5 Lakh*
1066,Mahindra,XUV500,W7 AT,2018,"69,000 kms",Diesel,First Owner,chennai,12.99 Lakh*
1067,Hyundai,i20,Active 1.2 SX,2017,"19,000 kms",Petrol,First Owner,chennai,7.3 Lakh*
1068,Hyundai,i10,Sportz,2013,"43,000 kms",Petrol,First Owner,chennai,3.75 Lakh*
1069,Hyundai,i20,Asta 1.4 CRDi (Diesel),2011,"76,000 kms",Diesel,Second Owner,chennai,3.75 Lakh*
1070,Maruti,800,DX 5 Speed,2000,"70,000 kms",Petrol,Third Owner,chennai,"94,000*"
1071,Hyundai,EON,Era Plus,2013,"40,000 kms",Petrol,First Owner,chennai,2.9 Lakh*
1072,Hyundai,i20,Petrol Asta Dual Tone,2018,"9,700 kms",Petrol,First Owner,chennai,7.1 Lakh*
1073,Hyundai,i20,2015-2017 Asta 1.4 CRDi,2014,"75,200 kms",Diesel,First Owner,chennai,4.65 Lakh*
1074,Mercedes-Benz,GLA,Class 200 Sport,2019,"4,000 kms",Petrol,First Owner,chennai,31.75 Lakh*
1075,Land,Rover,Range Rover Evoque HSE Dynamic,2015,"42,000 kms",Diesel,First Owner,chennai,32 Lakh*
1076,Honda,City,i DTec V,2016,"56,000 kms",Diesel,First Owner,chennai,7.85 Lakh*
1077,Skoda,Fabia,1.2L Diesel Classic,2011,"1,20,000 kms",Diesel,Second Owner,chennai,1.75 Lakh*
1078,Hyundai,i10,Era,2012,"64,900 kms",Petrol,First Owner,chennai,2.85 Lakh*
1079,Hyundai,i20,1.4 CRDi Magna,2011,"53,595 kms",Diesel,First Owner,chennai,3.6 Lakh*
1080,BMW,7,Series Signature 730Ld,2015,"26,000 kms",Diesel,First Owner,chennai,39.9 Lakh*
1081,Hyundai,Grand,i10 1.2 Kappa Asta,2013,"53,515 kms",Petrol,First Owner,chennai,3.75 Lakh*
1082,Audi,A6,35 TDI,2018,"8,000 kms",Diesel,First Owner,chennai,43 Lakh*
1083,Skoda,Rapid,1.6 MPI AT Elegance,2015,"42,000 kms",Petrol,First Owner,chennai,6.3 Lakh*
1084,Fiat,Linea,T Jet Active,2014,"52,000 kms",Petrol,Second Owner,chennai,3.6 Lakh*
