,Brand,Model,Variant,Manufacturing_year,Driven_kilometers,Fuel,number_of_owners,location,Price
1564,Hyundai,i10,Sportz 1.2 AT,2009,"77,579 kms",Petrol,First Owner,Banglore,3.25 Lakh*
1565,Ford,EcoSport,1.5 Diesel Trend BSIV,2017,"58,000 kms",Diesel,First Owner,Banglore,8.75 Lakh*
1566,Ford,Figo,Diesel Celebration Edition,2013,"87,000 kms",Diesel,Second Owner,Banglore,4.2 Lakh*
1567,Maruti,Baleno,Zeta,2019,"33,582 kms",Petrol,First Owner,Banglore,8.15 Lakh*
1568,Hyundai,i10,Era,2009,"76,700 kms",Petrol,Third Owner,Banglore,2.35 Lakh*
1569,Audi,A6,2.0 TDI,2013,"42,498 kms",Diesel,First Owner,Banglore,23.85 Lakh*
1570,Land,Rover,Range Rover Evoque 2.0 TD4 HSE Dynamic,2017,"37,000 kms",Diesel,First Owner,Banglore,42.95 Lakh*
1571,Chevrolet,Tavera,LT 9 Str BS IV,2017,"16,000 kms",Diesel,First Owner,Banglore,9.6 Lakh*
1572,Maruti,Baleno,Sigma 1.3,2017,"32,958 kms",Diesel,First Owner,Banglore,7.25 Lakh*
1573,Porsche,Cayenne,Diesel,2013,"89,000 kms",Diesel,Second Owner,Banglore,34.95 Lakh*
1574,Maruti,Swift,VDI,2015,"72,000 kms",Diesel,First Owner,Banglore,6 Lakh*
1575,BMW,X5,xDrive 40i M Sport,2020,"10,000 kms",Petrol,First Owner,Banglore,95 Lakh*
1576,Hyundai,Santa,Fe 4WD AT,2015,"88,000 kms",Diesel,Second Owner,Banglore,14.95 Lakh*
1577,Maruti,Ertiga,ZXI AT Petrol,2019,"28,000 kms",Petrol,First Owner,Banglore,11.45 Lakh*
1578,Toyota,Corolla,H3,2006,"80,794 kms",Petrol,Third Owner,Banglore,2.85 Lakh*
1579,Mahindra,Bolero,Power Plus SLE,2020,"5,000 kms",Diesel,First Owner,Banglore,9.25 Lakh*
1580,Maruti,Ertiga,VDI,2015,"47,189 kms",Diesel,First Owner,Banglore,8.2 Lakh*
1581,Hyundai,Creta,1.6 E Plus,2018,"25,000 kms",Petrol,First Owner,Banglore,9.65 Lakh*
1582,Mini,Cooper,Countryman Cooper S,2018,"25,389 kms",Petrol,First Owner,Banglore,37.25 Lakh*
1583,Maruti,Swift,Ldi BSIII,2009,"1,15,964 kms",Diesel,First Owner,Banglore,3.5 Lakh*
1584,Maruti,Ciaz,VDi Plus SHVS,2016,"58,965 kms",Diesel,First Owner,Banglore,7.65 Lakh*
1585,Maruti,Swift,LXI,2015,"57,000 kms",Petrol,First Owner,Banglore,5.15 Lakh*
1586,Honda,CR-V,2.4 MT,2008,"1,28,795 kms",Petrol,Third Owner,Banglore,6.35 Lakh*
1587,BMW,3,Series 325i,2009,"74,000 kms",Petrol,Third Owner,Banglore,5.95 Lakh*
1588,Hyundai,i20,Sportz AT 1.4,2014,"62,800 kms",Petrol,First Owner,Banglore,5.35 Lakh*
1589,Hyundai,Santro,Xing GL,2010,"43,808 kms",Petrol,Second Owner,Banglore,2.45 Lakh*
1590,Maruti,Swift,VXI BSIV,2017,"52,000 kms",Petrol,Second Owner,Banglore,6 Lakh*
1591,Maruti,Wagon,R VXI,2014,"36,891 kms",Petrol,First Owner,Banglore,3.9 Lakh*
1592,Maruti,SX4,Zxi BSIII,2009,"78,269 kms",Petrol,Second Owner,Banglore,3.45 Lakh*
1593,Maruti,Baleno,Alpha 1.2,2018,"16,676 kms",Petrol,First Owner,Banglore,7.75 Lakh*
1594,Toyota,Fortuner,2016-2021 2.8 4WD AT,2017,"84,000 kms",Diesel,First Owner,Banglore,29.5 Lakh*
1595,Toyota,Innova,2.5 Z Diesel 7 Seater BS IV,2013,"1,51,165 kms",Diesel,First Owner,Banglore,14.25 Lakh*
1596,Maruti,S-Cross,2017-2020 Delta DDiS 200 SH,2016,"43,000 kms",Diesel,Second Owner,Banglore,6.9 Lakh*
1597,Hyundai,EON,Era Plus,2016,"37,000 kms",Petrol,First Owner,Banglore,3.45 Lakh*
1598,Mercedes-Benz,CLA,45 AMG,2014,"39,530 kms",Petrol,Second Owner,Banglore,36 Lakh*
1599,Hyundai,Santa,Fe 4x4 AT,2012,"1,53,326 kms",Diesel,First Owner,Banglore,10 Lakh*
1600,Mahindra,XUV500,2011-2015 W8 FWD,2013,"87,190 kms",Diesel,Second Owner,Banglore,8.5 Lakh*
1601,Skoda,Rapid,1.6 MPI Elegance,2013,"54,000 kms",Petrol,Second Owner,Banglore,5.75 Lakh*
1602,BMW,5,Series 525d Sedan,2011,"36,543 kms",Diesel,Second Owner,Banglore,17.5 Lakh*
1603,BMW,3,Series 320d Highline,2011,"48,000 kms",Diesel,Third Owner,Banglore,11.75 Lakh*
1604,Maruti,Swift,VDI,2017,"58,000 kms",Diesel,First Owner,Banglore,7 Lakh*
1605,Mahindra,XUV500,W10 AWD,2018,"57,100 kms",Diesel,First Owner,Banglore,17.5 Lakh*
1606,Toyota,Land,Cruiser 2009-2020 VX Premium,2013,"2,29,000 kms",Diesel,First Owner,Banglore,59.9 Lakh*
1607,BMW,X1,xDrive 20d xLine,2018,"15,000 kms",Diesel,First Owner,Banglore,31.7 Lakh*
1608,Hyundai,Xcent,1.2 VTVT S AT,2018,"10,000 kms",Petrol,First Owner,Banglore,6.4 Lakh*
1609,Maruti,Alto,VXI AMT,2014,"65,385 Kms",Petrol,2nd Owner,Banglore,"₹ 3,12,000"
1610,BMW,X1,sDrive 20D xLine,2013,"74,000 kms",Diesel,Second Owner,Banglore,13.9 Lakh*
1611,Maruti,Swift,Dzire Tour 1.2 S STD,2020,"48,000 kms",Petrol,First Owner,Banglore,5.7 Lakh*
1612,Honda,City,2017-2020 GXi,2005,"1,05,000 kms",Petrol,Second Owner,Banglore,2.1 Lakh*
1613,Volkswagen,Polo,1.2 MPI Comfortline,2016,"34,391 kms",Petrol,First Owner,Banglore,5.75 Lakh*
1614,Volvo,XC90,D5 Inscription BSIV,2017,"82,000 kms",Diesel,First Owner,Banglore,52 Lakh*
1615,Volkswagen,Vento,1.5 TDI Highline,2014,"88,000 kms",Diesel,Second Owner,Banglore,5.85 Lakh*
1616,Hyundai,i20,2015-2017 Asta Option 1.2,2016,"74,000 kms",Petrol,Second Owner,Banglore,6.65 Lakh*
1617,Maruti,Celerio,VXi AMT,2015,"75,252 Kms",Petrol,2nd Owner,Banglore,"₹ 3,34,500"
1618,Maruti,Swift,DDiS VDI,2018,"1,05,000 kms",Diesel,First Owner,Banglore,6.5 Lakh*
1619,Hyundai,EON,1.0 Kappa Magna Plus,2014,"35,000 kms",Petrol,Third Owner,Banglore,2.75 Lakh*
1620,Mahindra,XUV500,W8 2WD,2014,"1,01,395 kms",Diesel,Second Owner,Banglore,8.6 Lakh*
1621,Mahindra,Scorpio,2006-2009 LX 2.6 Turbo 9 Str,2008,"1,24,000 kms",Diesel,First Owner,Banglore,3.95 Lakh*
1622,Maruti,Swift,ZXI,2013,"57,544 Kms",Petrol,2nd Owner,Banglore,"₹ 4,93,000"
1623,Maruti,Omni,LPG CARGO BSIII W IMMOBILISER,2009,"1,20,000 kms",LPG,Second Owner,Banglore,1.3 Lakh*
1624,BMW,5,Series 530d M Sport,2016,"67,000 kms",Diesel,First Owner,Banglore,38 Lakh*
1625,Hyundai,Grand,i10 Asta,2013,"50,000 kms",Petrol,Second Owner,Banglore,3.5 Lakh*
1626,Maruti,Alto,800 LXI,2014,"80,000 kms",Petrol,First Owner,Banglore,2.6 Lakh*
1627,Maruti,Swift,Dzire ZXI 1.2 BS IV,2015,"61,017 kms",Petrol,First Owner,Banglore,5.45 Lakh*
1628,Chevrolet,Beat,LS,2010,"68,000 kms",Petrol,First Owner,Banglore,2.34 Lakh*
1629,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,2015,"45,000 kms",Diesel,First Owner,Banglore,53 Lakh*
1630,Honda,Jazz,VX CVT,2018,"19,741 kms",Petrol,First Owner,Banglore,8.4 Lakh*
1631,Tata,Tiago,1.2 Revotron XZA,2017,"33,248 kms",Petrol,First Owner,Banglore,5.75 Lakh*
1632,Mahindra,XUV500,W11 AT BSIV,2018,"36,000 kms",Diesel,First Owner,Banglore,17.75 Lakh*
1633,Toyota,Land,Cruiser 2009-2020 VX,2013,"2,29,000 kms",Diesel,First Owner,Banglore,55 Lakh*
1634,Honda,Jazz,V,2017,"37,000 kms",Petrol,First Owner,Banglore,6.9 Lakh*
1635,Renault,KWID,RXL,2016,"61,600 kms",Petrol,First Owner,Banglore,3.25 Lakh*
1636,Skoda,Rapid,1.5 TDI AT Elegance,2014,"62,000 kms",Diesel,Second Owner,Banglore,6.25 Lakh*
1637,Audi,A6,2.0 TDI,2014,"97,021 kms",Diesel,First Owner,Banglore,22.75 Lakh*
1638,Toyota,Platinum,Etios 1.4 GXD,2018,"66,384 kms",Diesel,First Owner,Banglore,6.65 Lakh*
1639,BMW,X1,sDrive20d Expedition,2019,"17,734 kms",Diesel,First Owner,Banglore,37.85 Lakh*
1640,Toyota,Innova,2.5 GX 7 STR BSIV,2012,"1,00,864 kms",Diesel,Second Owner,Banglore,9.25 Lakh*
1641,Hyundai,Creta,1.6 CRDi SX Option,2015,"58,000 kms",Diesel,First Owner,Banglore,11.25 Lakh*
1642,Maruti,Celerio,VXI AMT BSIV,2018,"30,000 kms",Petrol,First Owner,Banglore,5.75 Lakh*
1643,Mahindra,XUV500,W10 2WD,2015,"88,000 kms",Diesel,First Owner,Banglore,11.4 Lakh*
1644,Nissan,Micra,XV CVT,2014,"50,000 kms",Petrol,First Owner,Banglore,4.1 Lakh*
1645,Hyundai,Creta,1.6 SX Option,2018,"19,219 kms",Petrol,First Owner,Banglore,13.75 Lakh*
1646,Ford,Figo,Diesel ZXI,2012,"72,809 kms",Diesel,First Owner,Banglore,3.5 Lakh*
1647,Toyota,Fortuner,4x2 Manual,2013,"2,06,500 kms",Diesel,Second Owner,Banglore,13.75 Lakh*
1648,Audi,A3,40 TFSI Premium,2017,"53,000 kms",Petrol,First Owner,Banglore,19.5 Lakh*
1649,Hyundai,i20,Petrol CVT Magna Executive,2019,"25,241 kms",Petrol,First Owner,Banglore,7.95 Lakh*
1650,Maruti,Ertiga,VDI,2015,"58,592 kms",Diesel,First Owner,Banglore,7.75 Lakh*
1651,Hyundai,i10,Sportz,2010,"24,000 kms",Petrol,First Owner,Banglore,3.5 Lakh*
1652,Toyota,Etios,VX,2011,"32,000 kms",Petrol,Second Owner,Banglore,4.85 Lakh*
1653,Maruti,Baleno,Alpha 1.3,2016,"44,000 kms",Diesel,First Owner,Banglore,7.45 Lakh*
1654,Mercedes-Benz,GL-Class,220d 4MATIC Style,2016,"33,000 kms",Diesel,First Owner,Banglore,45 Lakh*
1655,Tata,Tiago,1.2 Revotron XZA,2017,"69,990 kms",Petrol,First Owner,Banglore,5.25 Lakh*
1656,Honda,WR-V,i-DTEC VX,2019,"27,000 kms",Diesel,First Owner,Banglore,10.9 Lakh*
1657,Honda,Accord,VTi-L (AT),2006,"80,000 kms",Petrol,Second Owner,Banglore,2.45 Lakh*
1658,Maruti,Swift,ZXI Plus,2020,"9,000 kms",Petrol,First Owner,Banglore,8.25 Lakh*
1659,Mahindra,Ssangyong,Rexton RX5,2013,"1,02,022 kms",Diesel,First Owner,Banglore,8.5 Lakh*
1660,Tata,Harrier,XZ,2019,"61,000 kms",Diesel,First Owner,Banglore,16.5 Lakh*
1661,Ford,Ecosport,1.5 Ti VCT AT Titanium,2014,"41,804 kms",Petrol,First Owner,Banglore,7.25 Lakh*
1662,Volvo,V40,D3 Kinetic,2015,"63,000 kms",Diesel,First Owner,Banglore,15.5 Lakh*
1663,Hyundai,i20,Asta 1.2,2014,"40,531 kms",Petrol,First Owner,Banglore,5.68 Lakh*
1664,Maruti,Ciaz,Alpha Automatic BSIV,2019,"13,902 kms",Petrol,First Owner,Banglore,10.99 Lakh*
1665,Nissan,Terrano,XL 85 PS,2013,"1,30,144 kms",Diesel,First Owner,Banglore,6.7 Lakh*
1666,Hyundai,Creta,1.6 VTVT AT SX Plus,2017,"36,996 kms",Petrol,First Owner,Banglore,12.45 Lakh*
1667,Mercedes-Benz,GLC,200,2020,"3,000 kms",Petrol,Test Drive Car,Banglore,55 Lakh*
1668,Hyundai,Verna,Transform VGT CRDi,2010,"92,321 kms",Diesel,First Owner,Banglore,3.35 Lakh*
1669,Mahindra,XUV500,W8 2WD,2012,"92,000 kms",Diesel,Second Owner,Banglore,7.75 Lakh*
1670,Toyota,Innova,2.5 GX (Diesel) 8 Seater,2015,"1,00,813 kms",Diesel,First Owner,Banglore,13.75 Lakh*
1671,Mahindra,Thar,CRDe,2017,"25,000 kms",Diesel,First Owner,Banglore,9 Lakh*
1672,Hyundai,Grand,i10 Nios Asta,2019,"14,000 kms",Petrol,First Owner,Banglore,7.5 Lakh*
1673,Ford,Figo,Diesel ZXI,2011,"88,650 kms",Diesel,Second Owner,Banglore,2.95 Lakh*
1674,Maruti,Swift,VVT VXI,2015,"56,558 kms",Petrol,Second Owner,Banglore,5.75 Lakh*
1675,Maruti,Celerio,VXI AT,2015,"57,320 kms",Petrol,First Owner,Banglore,4.59 Lakh*
1676,Honda,Mobilio,V i VTEC,2014,"64,792 kms",Petrol,First Owner,Banglore,5.95 Lakh*
1677,Hyundai,Santro,Xing XO,2006,"50,683 kms",Petrol,First Owner,Banglore,2.1 Lakh*
1678,Maruti,Dzire,VXI,2015,"53,301 kms",Petrol,Second Owner,Banglore,5.65 Lakh*
1679,Hyundai,i10,Magna 1.1L,2013,"29,309 kms",Petrol,First Owner,Banglore,3.8 Lakh*
1680,Maruti,Baleno,Zeta 1.2,2018,"29,000 kms",Petrol,First Owner,Banglore,6.75 Lakh*
1681,BMW,3,Series 320i Sedan,2009,"75,000 kms",Petrol,Second Owner,Banglore,7.5 Lakh*
1682,Skoda,Rapid,Monte Carlo 1.6 MPI AT BSIV,2019,"13,155 kms",Petrol,First Owner,Banglore,12.95 Lakh*
1683,Chevrolet,Cruze,LT,2012,"76,000 kms",Diesel,First Owner,Banglore,5.25 Lakh*
1684,Maruti,Baleno,RS 1.0 Petrol,2017,"53,000 kms",Petrol,First Owner,Banglore,7.6 Lakh*
1685,Hyundai,Grand,i10 1.2 Kappa Sportz BSIV,2017,"58,000 kms",Petrol,First Owner,Banglore,4.99 Lakh*
1686,Maruti,Ertiga,ZDI,2015,"81,000 kms",Diesel,Second Owner,Banglore,7.75 Lakh*
1687,Tata,Nano,Twist XT,2014,"87,644 kms",Petrol,Second Owner,Banglore,1.85 Lakh*
1688,Maruti,Vitara,Brezza VDi Option,2016,"79,000 kms",Diesel,First Owner,Banglore,7.75 Lakh*
1689,Hyundai,Grand,i10 Magna,2014,"85,000 kms",Petrol,First Owner,Banglore,3.95 Lakh*
1690,Honda,Jazz,S,2010,"80,000 kms",Petrol,Second Owner,Banglore,3.85 Lakh*
1691,Nissan,Micra,XL,2014,"51,000 kms",Petrol,Second Owner,Banglore,3.35 Lakh*
1692,Toyota,Innova,2.5 VX (Diesel) 7 Seater,2014,"78,000 kms",Diesel,Second Owner,Banglore,13.95 Lakh*
1693,BMW,X3,xDrive20d,2012,"1,03,000 kms",Diesel,First Owner,Banglore,18.5 Lakh*
1694,Skoda,Rapid,1.6 MPI Style BSIV,2017,"37,075 kms",Petrol,First Owner,Banglore,8.75 Lakh*
1695,Mahindra,XUV500,W6 2WD,2011,"50,000 kms",Diesel,Second Owner,Banglore,7.5 Lakh*
1696,Honda,City,2017-2020 EXi,2008,"99,562 kms",Petrol,First Owner,Banglore,2.4 Lakh*
1697,Maruti,Eeco,5 Seater AC BSIV,2017,"54,434 kms",Petrol,First Owner,Banglore,4.1 Lakh*
1698,Ford,Endeavour,Titanium Plus 4X4,2019,"33,000 kms",Diesel,First Owner,Banglore,35.5 Lakh*
1699,Maruti,Celerio,ZXI Optional AMT BSIV,2018,"33,165 kms",Petrol,First Owner,Banglore,5.65 Lakh*
1700,Hyundai,i10,Magna 1.2,2009,"30,655 kms",Petrol,Second Owner,Banglore,2.5 Lakh*
1701,MG,Hector,Hybrid Sharp MT BSIV,2020,"7,884 kms",Petrol,First Owner,Banglore,18.5 Lakh*
1702,Maruti,Celerio,ZXI AMT BSIV,2018,"11,000 kms",Petrol,First Owner,Banglore,6.05 Lakh*
1703,Maruti,Wagon,R VXI with ABS,2015,"54,265 kms",Petrol,Second Owner,Banglore,4.3 Lakh*
1704,Honda,City,i VTEC V,2016,"37,240 kms",Petrol,First Owner,Banglore,8.1 Lakh*
1705,Toyota,Etios,VX,2011,"54,356 kms",Petrol,First Owner,Banglore,4.3 Lakh*
1706,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2014,"1,00,528 kms",Diesel,First Owner,Banglore,11 Lakh*
1707,Hyundai,Verna,CRDi,2007,"74,279 kms",Diesel,Second Owner,Banglore,2.95 Lakh*
1708,Maruti,Celerio,X AMT ZXI Option BSIV,2018,"21,960 kms",Petrol,First Owner,Banglore,6.75 Lakh*
1709,Mahindra,Scorpio,SLE BSIV,2011,"85,000 kms",Diesel,First Owner,Banglore,6.25 Lakh*
1710,Maruti,SX4,Zxi BSIII,2008,"80,158 kms",Petrol,Second Owner,Banglore,2.75 Lakh*
1711,Hyundai,i10,Magna 1.2,2012,"35,695 kms",Petrol,First Owner,Banglore,3.25 Lakh*
1712,Honda,Civic,1.8 V MT,2007,"57,160 kms",Petrol,Second Owner,Banglore,3.95 Lakh*
1713,Hyundai,i20,Sportz,2020,"3,254 kms",Petrol,First Owner,Banglore,8.25 Lakh*
1714,Honda,City,1.5 GXI CVT,2005,"97,000 kms",Petrol,Third Owner,Banglore,1.9 Lakh*
1715,Renault,Duster,110PS Diesel RxZ,2013,"86,788 kms",Diesel,First Owner,Banglore,6.85 Lakh*
1716,Volvo,XC60,Inscription D5 BSIV,2019,"31,873 kms",Diesel,First Owner,Banglore,57.45 Lakh*
1717,BMW,3,Series 320d Luxury Line,2013,"67,000 kms",Diesel,Third Owner,Banglore,17.86 Lakh*
1718,Honda,WR-V,Exclusive Petrol,2019,"32,799 kms",Petrol,First Owner,Banglore,9.55 Lakh*
1719,Hyundai,i10,Magna 1.1,2008,"43,514 kms",Petrol,Second Owner,Banglore,2.25 Lakh*
1720,Ford,Aspire,Titanium Automatic,2016,"27,435 kms",Petrol,Second Owner,Banglore,6.95 Lakh*
1721,Skoda,Fabia,1.4 MPI Ambiente,2009,"50,000 kms",Petrol,Second Owner,Banglore,2.45 Lakh*
1722,Chevrolet,Spark,1.0 PS LPG,2011,"35,000 kms",LPG,First Owner,Banglore,2.1 Lakh*
1723,Honda,City,i DTEC SV,2015,"50,000 kms",Diesel,Second Owner,Banglore,6.5 Lakh*
1724,Toyota,Innova,Crysta 2016-2020 2.8 ZX AT BSIV,2018,"34,000 kms",Diesel,First Owner,Banglore,23.5 Lakh*
1725,Hyundai,Grand,i10 Sportz,2018,"16,327 kms",Petrol,First Owner,Banglore,5.95 Lakh*
1726,Maruti,Swift,Dzire VXi,2008,"67,000 kms",Petrol,First Owner,Banglore,3.6 Lakh*
1727,Kia,Seltos,GTX DCT,2019,"17,000 kms",Petrol,First Owner,Banglore,18.5 Lakh*
1728,Ford,EcoSport,1.5 Petrol Titanium Plus AT,2017,"35,000 kms",Petrol,First Owner,Banglore,9.25 Lakh*
1729,Hyundai,i20,1.4 Asta,2017,"55,000 kms",Diesel,Second Owner,Banglore,7.5 Lakh*
1730,Mahindra,XUV500,W11 Option,2018,"51,000 kms",Diesel,First Owner,Banglore,17.85 Lakh*
1731,BMW,7,Series 730Ld Sedan,2010,"71,000 kms",Diesel,First Owner,Banglore,19.5 Lakh*
1732,Chevrolet,Spark,1.0 LS,2008,"42,000 kms",Petrol,First Owner,Banglore,1.69 Lakh*
1733,Hyundai,Grand,i10 SportZ Edition,2015,"35,000 kms",Petrol,First Owner,Banglore,4.5 Lakh*
1734,Hyundai,Grand,1.2 Kappa Asta,2018,"8,336 Kms",Petrol,1st Owner,Banglore,"₹ 6,03,000"
1735,Maruti,Ertiga,ZDI,2015,"61,758 Kms",Diesel,1st Owner,Banglore,"₹ 7,35,500"
1736,Maruti,Ritz,VDi,2014,"64,000 kms",Diesel,Second Owner,Banglore,4.7 Lakh*
1737,Audi,A4,2.0 TDI Multitronic,2006,"70,000 kms",Diesel,Fourth & Above Owner,Banglore,5 Lakh*
1738,Chevrolet,Beat,Diesel LS,2013,"42,342 kms",Diesel,First Owner,Banglore,2.95 Lakh*
1739,Honda,Amaze,S i-VTEC,2018,"11,302 Kms",Petrol,1st Owner,Banglore,"₹ 5,89,000"
1740,Maruti,Celerio,ZXI AMT BSIV,2017,"26,062 kms",Petrol,First Owner,Banglore,5.25 Lakh*
1741,Maruti,Baleno,1.3 Alpha,2017,"61,578 Kms",Diesel,1st Owner,Banglore,"₹ 7,23,500"
1742,Tata,Tigor,1.2 Revotron XT,2017,"28,071 Kms",Petrol,1st Owner,Banglore,"₹ 5,13,700"
1743,Hyundai,Grand,1.2 Kappa Asta,2017,"13,136 Kms",Petrol,1st Owner,Banglore,"₹ 6,20,000"
1744,Maruti,Swift,VXI,2010,"66,749 Kms",Petrol,2nd Owner,Banglore,"₹ 3,71,000"
1745,Hyundai,Grand,1.2 Kappa Sportz BSIV,2017,"16,287 Kms",Petrol,1st Owner,Banglore,"₹ 5,79,500"
1746,Honda,Amaze,SX i-DTEC,2014,"60,000 kms",Diesel,Second Owner,Banglore,4.95 Lakh*
1747,Hyundai,Elantra,1.6 SX Option AT,2017,"16,800 kms",Diesel,First Owner,Banglore,17.5 Lakh*
1748,Maruti,Celerio,VXI AT,2015,"24,000 kms",Petrol,First Owner,Banglore,4.05 Lakh*
1749,Volvo,S,80 D3 Summum,2007,"83,000 kms",Diesel,First Owner,Banglore,8 Lakh*
1750,Mercedes-Benz,GL-Class,350 CDI Luxury,2012,"58,000 kms",Diesel,First Owner,Banglore,33 Lakh*
1751,Maruti,Swift,VDI,2018,"66,162 Kms",Diesel,1st Owner,Banglore,"₹ 6,83,589"
1752,Maruti,Baleno,1.2 CVT Zeta,2017,"71,318 Kms",Petrol,2nd Owner,Banglore,"₹ 5,94,000"
1753,Maruti,Alto,LXi BSIII,2010,"19,983 kms",Petrol,First Owner,Banglore,2.32 Lakh*
1754,Hyundai,i10,Sportz AT,2011,"86,000 kms",Petrol,Third Owner,Banglore,3.35 Lakh*
1755,Mercedes-Benz,C-Class,220 CDI AT,2013,"90,000 kms",Diesel,Second Owner,Banglore,15.75 Lakh*
1756,Maruti,Alto,2010-2014 VXI,2012,"31,316 Kms",Petrol,1st Owner,Banglore,"₹ 2,81,000"
1757,Hyundai,Verna,CRDi 1.6 SX Option,2018,"24,000 kms",Diesel,First Owner,Banglore,13.5 Lakh*
1758,Hyundai,EON,Era Plus,2013,"34,502 Kms",Petrol,2nd Owner,Banglore,"₹ 2,73,500"
1759,Maruti,Swift,VXi,2009,"33,506 Kms",Petrol,1st Owner,Banglore,"₹ 3,64,500"
