,Brand,Model,Variant,Manufacturing_year,Driven_kilometers,Fuel,number_of_owners,location,Price
1331,Honda,Jazz,VX CVT,2019,"5,000 kms",Petrol,First Owner,Banglore,8.2 Lakh*
1332,Hyundai,i20,1.2 Magna Executive,2018,"25,000 kms",Petrol,Second Owner,Banglore,6 Lakh*
1333,Skoda,Rapid,1.5 TDI AT Ambition,2016,"80,000 kms",Diesel,First Owner,Banglore,6.5 Lakh*
1334,Skoda,Fabia,1.2 MPI Active Plus,2012,"51,000 kms",Petrol,Second Owner,Banglore,3.15 Lakh*
1335,Volkswagen,Vento,Petrol Highline,2011,"30,000 kms",Petrol,Second Owner,Banglore,4 Lakh*
1336,Maruti,800,Std,2001,"70,000 kms",Petrol,First Owner,Banglore,"55,000*"
1337,Mahindra,XUV500,AT W10 FWD,2016,"1,00,000 kms",Diesel,First Owner,Banglore,11.95 Lakh*
1338,Renault,Scala,RxZ AT,2013,"89,000 kms",Petrol,First Owner,Banglore,3.95 Lakh*
1339,Maruti,Eeco,5 Seater AC BSIV,2017,"33,000 kms",Petrol,First Owner,Banglore,4.25 Lakh*
1340,Honda,City,1.5 EXI,2003,"2,35,613 kms",Petrol,First Owner,Banglore,1.95 Lakh*
1341,Hyundai,Santa,Fe 4WD AT,2014,"16,000 kms",Diesel,First Owner,Banglore,18.5 Lakh*
1342,Honda,City,1.5 S MT,2010,"53,000 kms",Petrol,Third Owner,Banglore,3.55 Lakh*
1343,BMW,5,Series 520d Sedan,2011,"40,000 kms",Diesel,Second Owner,Banglore,15.9 Lakh*
1344,Hyundai,Venue,SX Plus Turbo DCT,2019,"21,000 kms",Petrol,First Owner,Banglore,11.85 Lakh*
1345,Maruti,Alto,LXi,2010,"20,000 kms",Petrol,First Owner,Banglore,2.25 Lakh*
1346,Maruti,Alto,LXi,2012,"49,310 Kms",Petrol,1st Owner,Banglore,"₹ 2,62,000"
1347,Toyota,Innova,Crysta 2016-2020 2.8 ZX AT BSIV,2018,"78,000 kms",Diesel,First Owner,Banglore,22.5 Lakh*
1348,Volkswagen,Polo,1.2 MPI Comfortline,2015,"12,970 Kms",Petrol,2nd Owner,Banglore,"₹ 5,41,000"
1349,Volkswagen,Polo,Petrol Comfortline 1.2L,2012,"41,000 kms",Petrol,Second Owner,Banglore,3.3 Lakh*
1350,BMW,X1,sDrive 20d M Sport,2019,"9,110 kms",Diesel,First Owner,Banglore,41.5 Lakh*
1351,Audi,Q3,30 TFSI Premium FWD,2017,"20,291 kms",Petrol,First Owner,Banglore,27.45 Lakh*
1352,Maruti,Swift,VDI,2012,"80,000 kms",Diesel,First Owner,Banglore,4.5 Lakh*
1353,Mahindra,XUV500,2011-2015 W8 FWD,2013,"93,250 kms",Diesel,First Owner,Banglore,8.6 Lakh*
1354,Hyundai,Elantra,1.6 SX Option AT,2018,"15,859 kms",Diesel,First Owner,Banglore,17.75 Lakh*
1355,Toyota,Innova,2.5 VX (Diesel) 8 Seater,2016,"28,357 kms",Diesel,First Owner,Banglore,9.95 Lakh*
1356,Fiat,Linea,Emotion (Diesel),2018,"83,198 kms",Diesel,First Owner,Banglore,5.95 Lakh*
1357,BMW,3,Series 320d Sport Line,2015,"89,000 kms",Diesel,Second Owner,Banglore,20.75 Lakh*
1358,Volkswagen,Vento,1.6 Trendline,2013,"75,000 kms",Petrol,Second Owner,Banglore,4.15 Lakh*
1359,Skoda,Kodiaq,2.0 TDI Style,2017,"29,623 kms",Diesel,First Owner,Banglore,31.45 Lakh*
1360,Honda,Civic,1.8 V MT,2010,"80,000 kms",Petrol,Second Owner,Banglore,4.5 Lakh*
1361,Hyundai,Verna,SX CRDi AT,2014,"74,614 kms",Diesel,Second Owner,Banglore,6 Lakh*
1362,Skoda,Octavia,Ambition 2.0 TDI AT,2013,"59,600 kms",Diesel,Second Owner,Banglore,11.99 Lakh*
1363,Mercedes-Benz,M-Class,ML 250 CDI,2013,"86,500 kms",Diesel,Third Owner,Banglore,24.75 Lakh*
1364,Mahindra,e2o,T20,2014,"40,000 kms",Electric,First Owner,Banglore,3 Lakh*
1365,Maruti,Eeco,5 Seater AC BSIV,2014,"35,000 kms",Petrol,First Owner,Banglore,3.5 Lakh*
1366,Fiat,Linea,Emotion,2011,"70,000 kms",Petrol,Third Owner,Banglore,2.9 Lakh*
1367,Maruti,Baleno,Zeta 1.3,2016,"90,000 kms",Diesel,First Owner,Banglore,6.5 Lakh*
1368,Chevrolet,Tavera,B2 7 seats BSIII BG,2004,"90,000 kms",Diesel,Second Owner,Banglore,4 Lakh*
1369,Volkswagen,Ameo,1.2 MPI Highline,2017,"17,000 kms",Petrol,First Owner,Banglore,6 Lakh*
1370,Hyundai,Creta,1.4 CRDi S,2018,"20,500 kms",Diesel,Second Owner,Banglore,12 Lakh*
1371,Mitsubishi,Lancer,SLXi,2000,"84,000 kms",Petrol,Second Owner,Banglore,1.4 Lakh*
1372,Mitsubishi,Pajero,Sport 4X2 AT,2015,"48,000 kms",Diesel,First Owner,Banglore,16.5 Lakh*
1373,Maruti,Vitara,Brezza ZDi Plus,2016,"43,000 kms",Diesel,First Owner,Banglore,8.75 Lakh*
1374,Volkswagen,Polo,1.5 TDI Highline Plus,2015,"55,671 kms",Diesel,Second Owner,Banglore,6.35 Lakh*
1375,Toyota,Fortuner,2016-2021 2.8 2WD MT BSIV,2019,"23,000 kms",Diesel,First Owner,Banglore,34 Lakh*
1376,Hyundai,i20,1.2 Sportz,2012,"65,000 kms",Petrol,Fourth & Above Owner,Banglore,3 Lakh*
1377,Honda,City,i-VTEC CVT V,2018,"6,987 kms",Petrol,First Owner,Banglore,10.79 Lakh*
1378,Ford,Figo,Diesel Titanium,2011,"77,000 kms",Diesel,First Owner,Banglore,3.5 Lakh*
1379,Maruti,Swift,ZDI BSIV,2015,"1,00,000 kms",Diesel,First Owner,Banglore,5.8 Lakh*
1380,Hyundai,i10,Era,2012,"55,420 Kms",Petrol,1st Owner,Banglore,"₹ 3,42,500"
1381,Tata,Tiago,1.2 Revotron XZ,2016,"73,108 Kms",Petrol,1st Owner,Banglore,"₹ 4,72,000"
1382,Maruti,Baleno,Delta Automatic,2017,"27,000 kms",Petrol,Second Owner,Banglore,6.1 Lakh*
1383,Honda,City,1.5 S MT,2015,"44,000 kms",Petrol,Second Owner,Banglore,6.25 Lakh*
1384,Tata,Tiago,1.2 Revotron XZA,2018,"56,060 Kms",Petrol,1st Owner,Banglore,"₹ 5,51,000"
1385,Ford,Figo,Petrol ZXI,2011,"60,000 kms",Petrol,First Owner,Banglore,2.2 Lakh*
1386,Ford,Figo,Petrol ZXI,2010,"80,000 kms",Petrol,Second Owner,Banglore,1.99 Lakh*
1387,Honda,City,ZX CVT,2017,"31,312 Kms",Petrol,1st Owner,Banglore,"₹ 10,91,500"
1388,Maruti,Ertiga,SHVS ZDI,2016,"94,500 kms",Diesel,First Owner,Banglore,9.25 Lakh*
1389,Maruti,Swift,VXI BSIV,2019,"11,443 Kms",Petrol,1st Owner,Banglore,"₹ 6,77,000"
1390,Maruti,Swift,VXI,2014,"78,169 Kms",Petrol,1st Owner,Banglore,"₹ 4,77,500"
1391,Maruti,Omni,E MPI STD,2011,"83,335 Kms",Petrol,2nd Owner,Banglore,"₹ 2,05,500"
1392,Honda,City,i VTEC SV,2016,"26,663 kms",Petrol,First Owner,Banglore,8.65 Lakh*
1393,Volkswagen,Vento,Diesel Highline,2012,"93,815 Kms",Diesel,1st Owner,Banglore,"₹ 4,71,500"
1394,Skoda,Superb,2.5 TDi AT,2008,"51,000 kms",Diesel,Second Owner,Banglore,5.25 Lakh*
1395,Hyundai,i20,Sportz Option 1.4 CRDi,2016,"46,700 kms",Diesel,First Owner,Banglore,6.49 Lakh*
1396,Renault,Pulse,Petrol RxL,2016,"90,000 kms",Petrol,Second Owner,Banglore,3.2 Lakh*
1397,Toyota,Innova,2.5 V Diesel 7-seater,2010,"1,90,000 kms",Diesel,Second Owner,Banglore,7 Lakh*
1398,Hyundai,Verna,XXi ABS (Petrol),2009,"80,000 kms",Petrol,Third Owner,Banglore,2.75 Lakh*
1399,Hyundai,Grand,i10 Asta Option,2017,"50,000 kms",Petrol,First Owner,Banglore,5.5 Lakh*
1400,Maruti,SX4,Vxi BSIII,2007,"1,20,000 kms",Petrol,Third Owner,Banglore,2.2 Lakh*
1401,Skoda,Rapid,1.5 TDI Elegance Plus,2014,"67,800 kms",Diesel,Second Owner,Banglore,6 Lakh*
1402,Toyota,Innova,2.0 VX 7 Seater,2005,"98,700 kms",Petrol,Fourth & Above Owner,Banglore,3.5 Lakh*
1403,Toyota,Corolla,Altis G MT,2014,"60,000 kms",Petrol,First Owner,Banglore,9.9 Lakh*
1404,Chevrolet,Optra,Magnum 2.0 LT,2011,"77,700 kms",Diesel,First Owner,Banglore,3.85 Lakh*
1405,Hyundai,Santro,Xing XL eRLX Euro II,2006,"80,000 kms",Petrol,Second Owner,Banglore,2.35 Lakh*
1406,Maruti,Alto,K10 2010-2014 VXI,2010,"42,100 kms",Petrol,First Owner,Banglore,2.6 Lakh*
1407,Ford,Ikon,1.3 Flair,2005,"88,000 kms",Petrol,Third Owner,Banglore,1.1 Lakh*
1408,Land,Rover,Range Rover Evoque 2.0 TD4 HSE Dynamic,2016,"35,600 kms",Diesel,First Owner,Banglore,45 Lakh*
1409,Maruti,SX4,VDI,2013,"80,000 kms",Diesel,Third Owner,Banglore,3.95 Lakh*
1410,Volkswagen,Vento,1.5 TDI Highline,2015,"85,000 kms",Diesel,Second Owner,Banglore,6.35 Lakh*
1411,Audi,Q3,35 TDI Quattro Premium Plus,2017,"49,980 kms",Diesel,First Owner,Banglore,29.75 Lakh*
1412,Ford,Figo,1.5D Titanium MT,2017,"83,000 kms",Diesel,First Owner,Banglore,6.45 Lakh*
1413,Volkswagen,Vento,Diesel Highline,2011,"88,701 kms",Diesel,Second Owner,Banglore,4.5 Lakh*
1414,Ford,Endeavour,3.0L AT 4x2,2011,"39,200 kms",Diesel,First Owner,Banglore,10.75 Lakh*
1415,Toyota,Innova,2.5 VX 8 STR BSIV,2011,"1,70,000 kms",Diesel,First Owner,Banglore,9.5 Lakh*
1416,Ford,Fiesta,1.4 Duratec EXI,2007,"1,00,000 kms",Petrol,Second Owner,Banglore,1.3 Lakh*
1417,Hyundai,Elantra,SX AT,2015,"50,000 kms",Petrol,Second Owner,Banglore,10 Lakh*
1418,Ford,EcoSport,1.5 Petrol Titanium BSIV,2017,"20,000 kms",Petrol,First Owner,Banglore,9.5 Lakh*
1419,Hyundai,i20,Era 1.4 CRDi,2012,"84,025 Kms",Diesel,2nd Owner,Banglore,"₹ 3,69,500"
1420,Maruti,S-Cross,2017-2020 Zeta DDiS 200 SH,2019,"35,000 kms",Diesel,First Owner,Banglore,9 Lakh*
1421,Hyundai,i10,Sportz,2014,"46,000 Kms",Petrol,2nd Owner,Banglore,"₹ 4,47,500"
1422,Maruti,Baleno,1.2 Delta,2018,"41,335 Kms",Petrol,1st Owner,Banglore,"₹ 6,30,500"
1423,Ford,Endeavour,3.0L AT 4x2,2010,"90,000 kms",Diesel,Fourth & Above Owner,Banglore,8.2 Lakh*
1424,Maruti,Baleno,Alpha Automatic,2018,"25,000 kms",Petrol,First Owner,Banglore,8.25 Lakh*
1425,Hyundai,i20,Sportz,2020,"4,304 kms",Petrol,First Owner,Banglore,8 Lakh*
1426,Honda,Jazz,1.2 V i VTEC,2017,"37,100 kms",Petrol,First Owner,Banglore,6.7 Lakh*
1427,Maruti,Swift,Dzire AMT ZDI Plus,2017,"56,000 kms",Diesel,First Owner,Banglore,8.4 Lakh*
1428,Hyundai,i20,1.2 Magna,2011,"51,000 kms",Petrol,First Owner,Banglore,3.8 Lakh*
1429,Volkswagen,Polo,1.2 MPI Comfortline,2016,"50,000 kms",Petrol,First Owner,Banglore,6 Lakh*
1430,Hyundai,Santro,Xing XO,2007,"83,000 kms",Petrol,Second Owner,Banglore,2.25 Lakh*
1431,Hyundai,i20,1.2 Sportz,2010,"88,500 kms",Petrol,First Owner,Banglore,3.2 Lakh*
1432,Audi,A4,2.0 TDI 177 Bhp Premium Plus,2013,"33,000 kms",Diesel,Second Owner,Banglore,16.45 Lakh*
1433,Tata,Indica,GLX BSIII,2007,"22,000 kms",Petrol,First Owner,Banglore,1.95 Lakh*
1434,Honda,Civic,1.8 V MT,2007,"1,09,000 kms",Petrol,Second Owner,Banglore,3.25 Lakh*
1435,Ford,Figo,Diesel LXI,2014,"53,553 kms",Diesel,First Owner,Banglore,3.85 Lakh*
1436,Maruti,Baleno,Zeta CVT,2016,"22,708 kms",Petrol,First Owner,Banglore,7.75 Lakh*
1437,Toyota,Innova,Crysta 2016-2020 2.4 GX MT,2017,"45,000 kms",Diesel,First Owner,Banglore,17.25 Lakh*
1438,Skoda,Rapid,1.6 MPI AT Ambition BSIV,2017,"34,052 kms",Petrol,First Owner,Banglore,8.5 Lakh*
1439,Honda,City,1.5 V MT,2011,"80,000 kms",Petrol,Second Owner,Banglore,4.25 Lakh*
1440,Hyundai,Verna,1.6 CRDI,2011,"1,25,000 kms",Diesel,First Owner,Banglore,5.45 Lakh*
1441,Mahindra,Bolero,2011-2019 ZLX,2018,"49,000 kms",Diesel,First Owner,Banglore,8.5 Lakh*
1442,Maruti,Eeco,5 Seater AC BSIV,2013,"20,000 kms",Petrol,First Owner,Banglore,3.5 Lakh*
1443,Maruti,Omni,MPI STD BSIV,2017,"31,420 kms",Petrol,First Owner,Banglore,2.99 Lakh*
1444,Ford,Figo,1.2 Trend Plus MT,2016,"60,000 kms",Petrol,Second Owner,Banglore,4.55 Lakh*
1445,Toyota,Etios,Liva GD,2013,"47,000 kms",Diesel,First Owner,Banglore,5.25 Lakh*
1446,Honda,City,1.5 S MT,2008,"77,000 kms",Petrol,Second Owner,Banglore,3.5 Lakh*
1447,Hyundai,i10,Magna 1.1L,2008,"40,000 kms",Petrol,First Owner,Banglore,2.31 Lakh*
1448,Skoda,Rapid,Monte Carlo 1.6 MPI AT BSIV,2018,"36,000 kms",Petrol,First Owner,Banglore,9.75 Lakh*
1449,Honda,Jazz,1.2 VX i VTEC,2015,"14,962 Kms",Petrol,1st Owner,Banglore,"₹ 6,16,500"
1450,Mahindra,XUV500,AT W10 1.99 mHawk,2017,"80,000 kms",Diesel,First Owner,Banglore,15.25 Lakh*
1451,Hyundai,Grand,i10 Magna,2017,"7,000 kms",Petrol,First Owner,Banglore,5.35 Lakh*
1452,Renault,Pulse,Petrol RxZ,2014,"36,000 kms",Petrol,First Owner,Banglore,4.5 Lakh*
1453,Volkswagen,Polo,GT 1.0 TSI,2020,"7,442 kms",Petrol,First Owner,Banglore,10.45 Lakh*
1454,Honda,City,1.5 V MT,2010,"95,395 kms",Petrol,First Owner,Banglore,4.25 Lakh*
1455,Toyota,Etios,1.5 DLX,2015,"1,20,000 kms",Petrol,Second Owner,Banglore,3.5 Lakh*
1456,Hyundai,i20,1.4 Asta,2018,"36,000 kms",Diesel,First Owner,Banglore,8.6 Lakh*
1457,Mahindra,Xylo,H8,2018,"53,000 kms",Diesel,First Owner,Banglore,9.4 Lakh*
1458,Hyundai,i20,Sportz 1.2,2016,"53,542 kms",Petrol,First Owner,Banglore,5.95 Lakh*
1459,Maruti,Baleno,Alpha Diesel,2017,"57,391 Kms",Diesel,1st Owner,Banglore,"₹ 7,18,500"
1460,Honda,WR-V,i-VTEC VX,2017,"27,582 kms",Petrol,First Owner,Banglore,8.75 Lakh*
1461,Mercedes-Benz,GLE,Class 350d,2017,"69,000 kms",Diesel,Second Owner,Banglore,49.5 Lakh*
1462,Hyundai,Creta,1.6 CRDi SX,2017,"51,000 kms",Diesel,First Owner,Banglore,13 Lakh*
1463,Renault,Duster,RXS Option CVT BSIV,2019,"12,383 kms",Petrol,First Owner,Banglore,10.99 Lakh*
1464,Chevrolet,Aveo,U-VA 1.2,2009,"70,000 kms",Petrol,First Owner,Banglore,"90,000*"
1465,Maruti,Baleno,Zeta 1.2,2019,"20,000 kms",Petrol,First Owner,Banglore,6.2 Lakh*
1466,Hyundai,i20,Petrol Asta Option,2019,"16,594 kms",Petrol,First Owner,Banglore,8.8 Lakh*
1467,Maruti,Baleno,Alpha Automatic,2019,"9,600 kms",Petrol,First Owner,Banglore,8.45 Lakh*
1468,Maruti,Swift,Lxi BSIII,2007,"54,000 kms",Petrol,Second Owner,Banglore,2.75 Lakh*
1469,Skoda,Rapid,1.5 TDI AT Ambition,2016,"59,000 kms",Diesel,First Owner,Banglore,7.5 Lakh*
1470,Mahindra,Scorpio,S10 8 Seater,2015,"79,000 kms",Diesel,First Owner,Banglore,9.85 Lakh*
1471,Toyota,Innova,Crysta 2016-2020 2.8 ZX AT BSIV,2017,"84,369 kms",Diesel,First Owner,Banglore,19.25 Lakh*
1472,Maruti,Swift,AMT ZDI,2018,"56,519 kms",Diesel,First Owner,Banglore,7.85 Lakh*
1473,Chevrolet,Captiva,LT,2008,"85,000 kms",Diesel,Second Owner,Banglore,4 Lakh*
1474,Chevrolet,Sail,LS ABS,2013,"70,000 kms",Diesel,First Owner,Banglore,3.15 Lakh*
1475,Toyota,Innova,Crysta 2016-2020 2.4 ZX MT BSIV,2016,"49,750 kms",Diesel,First Owner,Banglore,19 Lakh*
1476,Toyota,Etios,Liva G,2015,"36,531 kms",Petrol,First Owner,Banglore,5.05 Lakh*
1477,Hyundai,Grand,i10 1.2 Kappa Sportz BSIV,2018,"7,766 kms",Petrol,First Owner,Banglore,6.5 Lakh*
1478,BMW,7,Series 730Ld M Sport Plus,2013,"65,000 kms",Diesel,Second Owner,Banglore,27 Lakh*
1479,Toyota,Innova,Crysta 2016-2020 2.4 VX MT 8 STR,2019,"30,000 kms",Diesel,First Owner,Banglore,22.75 Lakh*
1480,Honda,CR-V,2.0L 2WD AT,2013,"1,19,000 kms",Petrol,Second Owner,Banglore,9.8 Lakh*
1481,Hyundai,Grand,i10 Asta Option,2016,"30,140 kms",Petrol,Second Owner,Banglore,5.5 Lakh*
1482,Ford,Ecosport,1.5 Ti VCT MT Ambiente,2014,"68,167 kms",Petrol,First Owner,Banglore,6.75 Lakh*
1483,Toyota,Corolla,H2,2004,"1,72,292 kms",Petrol,Third Owner,Banglore,2.1 Lakh*
1484,Volkswagen,Polo,Petrol Trendline 1.2L,2011,"1,17,885 kms",Petrol,Second Owner,Banglore,3.99 Lakh*
1485,Skoda,Octavia,Ambition 2.0 TDI MT,2014,"99,371 kms",Diesel,Second Owner,Banglore,9.49 Lakh*
1486,Honda,City,i-VTEC SV,2018,"33,000 kms",Petrol,First Owner,Banglore,8.5 Lakh*
1487,Maruti,Ertiga,ZXI AT Petrol,2019,"9,075 kms",Petrol,First Owner,Banglore,11.45 Lakh*
1488,Ford,EcoSport,1.5 TDCi Titanium BSIV,2017,"59,685 kms",Diesel,First Owner,Banglore,8 Lakh*
1489,Toyota,Fortuner,2016-2021 2.8 4WD AT BSIV,2019,"8,461 kms",Diesel,First Owner,Banglore,39.75 Lakh*
1490,BMW,3,Series GT Luxury Line,2019,"25,570 kms",Diesel,First Owner,Banglore,44.75 Lakh*
1491,Hyundai,Verna,1.6 SX CRDI (O) AT,2013,"1,20,000 kms",Diesel,Second Owner,Banglore,5.75 Lakh*
1492,Tata,Nano,XT,2017,"20,700 kms",Petrol,First Owner,Banglore,2.19 Lakh*
1493,Honda,City,V AT,2010,"78,000 kms",Petrol,First Owner,Banglore,4.35 Lakh*
1494,Hyundai,Verna,CRDi 1.6 AT SX Plus,2018,"50,000 kms",Diesel,First Owner,Banglore,10.45 Lakh*
1495,Toyota,Innova,Crysta 2016-2020 2.8 GX AT BSIV,2017,"51,152 kms",Diesel,First Owner,Banglore,17.8 Lakh*
1496,Toyota,Innova,2.5 G4 Diesel 7-seater,2010,"1,93,212 kms",Diesel,Third Owner,Banglore,6 Lakh*
1497,Honda,Jazz,VX CVT,2018,"50,897 kms",Petrol,Second Owner,Banglore,7.5 Lakh*
1498,Toyota,Yaris,V BSIV,2018,"6,495 kms",Petrol,First Owner,Banglore,11.5 Lakh*
1499,Honda,City,i-VTEC V,2018,"27,532 kms",Petrol,First Owner,Banglore,9.2 Lakh*
1500,Maruti,Celerio,ZXI MT BSIV,2019,"21,709 kms",Petrol,First Owner,Banglore,5.1 Lakh*
1501,Maruti,Ciaz,Alpha BSIV,2019,"49,890 kms",Petrol,First Owner,Banglore,9.75 Lakh*
1502,Ford,Fiesta,1.4 Duratorq EXI,2011,"90,251 kms",Diesel,Second Owner,Banglore,2.25 Lakh*
1503,Toyota,Innova,Crysta 2016-2020 2.4 GX MT BSIV,2019,"42,464 kms",Diesel,First Owner,Banglore,18.5 Lakh*
1504,Maruti,Swift,Dzire VXI,2013,"20,000 kms",Petrol,First Owner,Banglore,5.2 Lakh*
1505,Volkswagen,Jetta,2.0L TDI Comfortline,2011,"1,10,000 kms",Diesel,Second Owner,Banglore,6 Lakh*
1506,Mahindra,Marazzo,M6 8Str,2018,"14,528 kms",Diesel,First Owner,Banglore,12.5 Lakh*
1507,Honda,Brio,V MT,2014,"35,000 kms",Petrol,Second Owner,Banglore,4.2 Lakh*
1508,Audi,A4,2.0 TDI 177 Bhp Premium Plus,2014,"51,300 kms",Diesel,Third Owner,Banglore,16.5 Lakh*
1509,Mercedes-Benz,M-Class,ML 350 CDI,2014,"46,000 kms",Diesel,Second Owner,Banglore,30 Lakh*
1510,Hyundai,i20,1.2 Magna,2011,"60,000 kms",Petrol,Second Owner,Banglore,3.9 Lakh*
1511,Hyundai,Xcent,1.2 Kappa SX Option,2016,"44,000 kms",Petrol,First Owner,Banglore,5.2 Lakh*
1512,Ford,Figo,Diesel EXI,2012,"1,00,000 kms",Diesel,Fourth & Above Owner,Banglore,2.3 Lakh*
1513,Maruti,Wagon,R LXI,2005,"60,000 kms",Petrol,First Owner,Banglore,1.7 Lakh*
1514,Honda,Civic,1.8 V MT,2008,"78,400 kms",Petrol,Fourth & Above Owner,Banglore,2.8 Lakh*
1515,Hyundai,Santro,Xing GL,2009,"75,000 kms",Petrol,Second Owner,Banglore,1.75 Lakh*
1516,Maruti,Ertiga,SHVS ZDI Plus,2017,"31,000 kms",Diesel,First Owner,Banglore,9.9 Lakh*
1517,Hyundai,Grand,i10 AT Asta,2016,"55,500 kms",Petrol,Third Owner,Banglore,4.75 Lakh*
1518,Honda,Civic,1.8 MT Sport,2007,"60,000 kms",Petrol,Second Owner,Banglore,2.2 Lakh*
1519,Hyundai,Santro,Xing GLS,2011,"79,000 kms",Petrol,First Owner,Banglore,3.25 Lakh*
1520,Honda,City,1.5 S MT,2011,"73,000 kms",Petrol,First Owner,Banglore,4.75 Lakh*
1521,Hyundai,Verna,VTVT 1.6 AT SX Option,2018,"18,779 kms",Petrol,First Owner,Banglore,12.75 Lakh*
1522,Hyundai,i20,Asta Option CVT BSIV,2019,"25,683 kms",Petrol,Second Owner,Banglore,8.35 Lakh*
1523,Maruti,Wagon,R VXI,2017,"46,000 kms",Petrol,First Owner,Banglore,4.75 Lakh*
1524,Mercedes-Benz,M-Class,ML 350 4Matic,2011,"53,000 kms",Diesel,First Owner,Banglore,18.5 Lakh*
1525,Maruti,Swift,AMT ZXI BSIV,2018,"32,000 kms",Petrol,First Owner,Banglore,6.8 Lakh*
1526,Tata,Nano,Twist XE,2015,"4,638 kms",Petrol,First Owner,Banglore,1.85 Lakh*
1527,Honda,Jazz,1.2 V i VTEC,2015,"18,608 kms",Petrol,First Owner,Banglore,6.2 Lakh*
1528,Maruti,Ertiga,ZDI,2014,"59,660 kms",Diesel,Second Owner,Banglore,6.95 Lakh*
1529,Maruti,Swift,ZXI BSIII,2008,"67,480 kms",Petrol,First Owner,Banglore,3.5 Lakh*
1530,Honda,Civic,1.8 V AT,2009,"90,000 kms",Petrol,Third Owner,Banglore,3.55 Lakh*
1531,Hyundai,i20,1.2 Magna Executive,2018,"35,000 kms",Petrol,First Owner,Banglore,7.1 Lakh*
1532,Hyundai,Santro,Xing GLS,2014,"76,400 kms",Petrol,First Owner,Banglore,3.45 Lakh*
1533,Hyundai,i20,2015-2017 Asta Option 1.4 CRDi,2017,"55,061 kms",Diesel,Second Owner,Banglore,7.75 Lakh*
1534,Ford,Ikon,1.6 Nxt,2004,"54,000 kms",Petrol,Second Owner,Banglore,1.25 Lakh*
1535,Ford,EcoSport,1.5 Diesel Titanium BSIV,2016,"62,000 kms",Diesel,First Owner,Banglore,8.5 Lakh*
1536,Toyota,Fortuner,4x4 AT,2015,"1,19,000 kms",Diesel,Second Owner,Banglore,22 Lakh*
1537,Maruti,Swift,Dzire VXi,2008,"73,800 kms",Petrol,First Owner,Banglore,2.55 Lakh*
1538,Volkswagen,Vento,1.5 TDI Highline AT,2017,"41,710 kms",Diesel,First Owner,Banglore,9.25 Lakh*
1539,Mahindra,Scorpio,2009-2014 SLE 7S BSIV,2011,"97,000 kms",Diesel,First Owner,Banglore,5.75 Lakh*
1540,Maruti,Ciaz,1.3 Alpha,2017,"45,645 Kms",Diesel,1st Owner,Banglore,"₹ 7,80,500"
1541,Hyundai,EON,Era Plus,2015,"37,440 Kms",Petrol,1st Owner,Banglore,"₹ 3,09,500"
1542,Maruti,Ciaz,ZDi Option,2015,"81,000 kms",Diesel,Second Owner,Banglore,6.95 Lakh*
1543,Chevrolet,Beat,Option Pack,2011,"30,330 kms",Petrol,Second Owner,Banglore,2.75 Lakh*
1544,Honda,Amaze,SX i-DTEC,2014,"1,48,914 kms",Diesel,First Owner,Banglore,4.49 Lakh*
1545,Skoda,Octavia,Elegance 2.0 TDI AT,2013,"50,181 kms",Diesel,First Owner,Banglore,13.5 Lakh*
1546,Maruti,Alto,K10 LXI,2013,"67,000 kms",Petrol,First Owner,Banglore,2.9 Lakh*
1547,Maruti,Eeco,Smiles 5 Seater AC,2017,"40,000 kms",Petrol,Second Owner,Banglore,3.7 Lakh*
1548,Tata,Tiago,1.2 Revotron XZA,2018,"17,516 kms",Petrol,First Owner,Banglore,5.95 Lakh*
1549,Mahindra,XUV500,W6 2WD,2014,"68,000 kms",Diesel,Second Owner,Banglore,8.3 Lakh*
1550,Ford,Figo,1.5P Titanium AT,2016,"19,628 kms",Petrol,First Owner,Banglore,6.95 Lakh*
1551,Hyundai,i20,Magna 1.2,2014,"24,000 kms",Petrol,First Owner,Banglore,5.35 Lakh*
1552,Hyundai,Santro,Sportz AMT BSIV,2018,"15,885 kms",Petrol,First Owner,Banglore,5.25 Lakh*
1553,Mahindra,Ssangyong,Rexton RX7,2013,"70,372 kms",Diesel,Second Owner,Banglore,11 Lakh*
1554,Hyundai,i10,Magna 1.1L,2017,"13,314 kms",Petrol,First Owner,Banglore,4.95 Lakh*
1555,Maruti,Celerio,ZXI AMT BSIV,2019,"25,202 kms",Petrol,Second Owner,Banglore,5.65 Lakh*
1556,Maruti,Swift,Dzire ZDI Plus,2017,"29,945 kms",Diesel,First Owner,Banglore,7.99 Lakh*
1557,Hyundai,Creta,1.6 CRDi AT SX Plus,2019,"16,000 kms",Diesel,First Owner,Banglore,15.85 Lakh*
1558,Audi,Q3,35 TDI Quattro Premium Plus,2017,"58,000 kms",Diesel,First Owner,Banglore,28.4 Lakh*
1559,Volkswagen,Polo,2015-2019 GT TSI,2018,"48,000 kms",Petrol,First Owner,Banglore,9.2 Lakh*
1560,Maruti,Ciaz,Alpha BSIV,2018,"51,167 kms",Petrol,First Owner,Banglore,8.65 Lakh*
1561,Maruti,Alto,800 LXI,2014,"55,000 kms",Petrol,First Owner,Banglore,3.1 Lakh*
1562,Honda,Brio,S MT,2014,"49,019 kms",Petrol,Second Owner,Banglore,4.5 Lakh*
1563,Honda,City,1.5 GXI,2005,"81,105 kms",Petrol,First Owner,Banglore,1.85 Lakh*
